strain	strain_name	date	segment	country	host
MZ330944.1	Influenza C virus (C/Biliran/TB5-195/2014) segment 4 hemagglutinin-esterase (HE) gene, complete cds	2014-06-02	HE	Philippines	Homo sapiens MZ330944.1
MZ330951.1	Influenza C virus (C/Biliran/TB5-241/2014) segment 4 hemagglutinin-esterase (HE) gene, complete cds	2014-06-20	HE	Philippines	Homo sapiens MZ330951.1
MZ330958.1	Influenza C virus (C/Biliran/TB5-312/2017) segment 4 hemagglutinin-esterase (HE) gene, complete cds	2017-06-13	HE	Philippines	Homo sapiens MZ330958.1
MZ330965.1	Influenza C virus (C/Biliran/TB5-498/2016) segment 4 hemagglutinin-esterase (HE) gene, complete cds	2016-06-29	HE	Philippines	Homo sapiens MZ330965.1
MZ330972.1	Influenza C virus (C/Biliran/TB5-536/2016) segment 4 hemagglutinin-esterase (HE) gene, complete cds	2016-07-18	HE	Philippines	Homo sapiens MZ330972.1
MZ330979.1	Influenza C virus (C/Biliran/TB5-625/2016) segment 4 hemagglutinin-esterase (HE) gene, complete cds	2016-08-23	HE	Philippines	Homo sapiens MZ330979.1
MZ330986.1	Influenza C virus (C/Biliran/TB5-736/2016) segment 4 hemagglutinin-esterase (HE) gene, complete cds	2016-10-05	HE	Philippines	Homo sapiens MZ330986.1
MZ330993.1	Influenza C virus (C/Biliran/TB8-250/2014) segment 4 hemagglutinin-esterase (HE) gene, complete cds	2014-07-10	HE	Philippines	Homo sapiens MZ330993.1
MZ331000.1	Influenza C virus (C/Palawan/061/2015) segment 4 hemagglutinin-esterase (HE) gene, complete cds	2015-07-03	HE	Philippines	Homo sapiens MZ331000.1
MZ331007.1	Influenza C virus (C/Palawan/068/2014) segment 4 hemagglutinin-esterase (HE) gene, complete cds	2014-03-18	HE	Philippines	Homo sapiens MZ331007.1
LC630941.1	Influenza C virus (C/Yamagata/8/2002) HE gene for hemagglutinin-esterase, partial cds	2002-02-16	HE	Japan	Homo sapiens LC630941.1
LC603641.1	Influenza C virus C/Yamagata/11/88 HE gene for hemagglutinin-esterase, partial cds	1988-12-13	HE	Japan	Homo sapiens LC603641.1
LC603648.1	Influenza C virus C/Yamagata/29/2004 HE gene for hemagglutinin-esterase, partial cds	2004-05-25	HE	Japan	Homo sapiens LC603648.1
LC512487.1	Influenza C virus (C/Yamagata/16/2010) HE gene for hemagglutinin-esterase, partial cds	2010-03-05	HE	Japan	Homo sapiens LC512487.1
LC512488.1	Influenza C virus (C/Yamagata/2/2015) HE gene for hemagglutinin-esterase, partial cds	2015-12-14	HE	Japan	Homo sapiens LC512488.1
LC512489.1	Influenza C virus (C/Yamagata/5/2015) HE gene for hemagglutinin-esterase, partial cds	2015-06-03	HE	Japan	Homo sapiens LC512489.1
LC512490.1	Influenza C virus (C/Yamagata/10/2016) HE gene for hemagglutinin-esterase, partial cds	2016-02-03	HE	Japan	Homo sapiens LC512490.1
LC512491.1	Influenza C virus (C/Yamagata/14/2016) HE gene for hemagglutinin-esterase, partial cds	2016-02-12	HE	Japan	Homo sapiens LC512491.1
LC512492.1	Influenza C virus (C/Yamagata/25/2016) HE gene for hemagglutinin-esterase, partial cds	2016-03-26	HE	Japan	Homo sapiens LC512492.1
LC512493.1	Influenza C virus (C/Yamagata/27/2016) HE gene for hemagglutinin-esterase, partial cds	2016-03-30	HE	Japan	Homo sapiens LC512493.1
LC512494.1	Influenza C virus (C/Yamagata/28/2016) HE gene for hemagglutinin-esterase, partial cds	2016-04-13	HE	Japan	Homo sapiens LC512494.1
LC512495.1	Influenza C virus (C/Yamagata/32/2016) HE gene for hemagglutinin-esterase, partial cds	2016-04-25	HE	Japan	Homo sapiens LC512495.1
LC512496.1	Influenza C virus (C/Yamagata/37/2016) HE gene for hemagglutinin-esterase, partial cds	2016-05-14	HE	Japan	Homo sapiens LC512496.1
LC512497.1	Influenza C virus (C/Yamagata/1/2017) HE gene for hemagglutinin-esterase, partial cds	2017-12-13	HE	Japan	Homo sapiens LC512497.1
LC512498.1	Influenza C virus (C/Yamagata/2/2017) HE gene for hemagglutinin-esterase, partial cds	2017-12-20	HE	Japan	Homo sapiens LC512498.1
LC512499.1	Influenza C virus (C/Yamagata/1/2018) HE gene for hemagglutinin-esterase, partial cds	2018-01-06	HE	Japan	Homo sapiens LC512499.1
LC512500.1	Influenza C virus (C/Yamagata/2/2018) HE gene for hemagglutinin-esterase, partial cds	2018-01-16	HE	Japan	Homo sapiens LC512500.1
LC512501.1	Influenza C virus (C/Yamagata/6/2018) HE gene for hemagglutinin-esterase, partial cds	2018-01-22	HE	Japan	Homo sapiens LC512501.1
LC512502.1	Influenza C virus (C/Yamagata/8/2018) HE gene for hemagglutinin-esterase, partial cds	2018-01-26	HE	Japan	Homo sapiens LC512502.1
LC512503.1	Influenza C virus (C/Yamagata/16/2018) HE gene for hemagglutinin-esterase, partial cds	2018-02-19	HE	Japan	Homo sapiens LC512503.1
LC512504.1	Influenza C virus (C/Yamagata/19/2018) HE gene for hemagglutinin-esterase, partial cds	2018-02-21	HE	Japan	Homo sapiens LC512504.1
LC512505.1	Influenza C virus (C/Yamagata/23/2018) HE gene for hemagglutinin-esterase, partial cds	2018-03-26	HE	Japan	Homo sapiens LC512505.1
LC512506.1	Influenza C virus (C/Yamagata/31/2018) HE gene for hemagglutinin-esterase, partial cds	2018-04-25	HE	Japan	Homo sapiens LC512506.1
LC512507.1	Influenza C virus (C/Yamagata/38/2018) HE gene for hemagglutinin-esterase, partial cds	2018-05-22	HE	Japan	Homo sapiens LC512507.1
LC512508.1	Influenza C virus (C/Yamagata/40/2018) HE gene for hemagglutinin-esterase, partial cds	2018-05-26	HE	Japan	Homo sapiens LC512508.1
LC512509.1	Influenza C virus (C/Yamagata/42/2018) HE gene for hemagglutinin-esterase, partial cds	2018-06-26	HE	Japan	Homo sapiens LC512509.1
LC512510.1	Influenza C virus (C/Yamagata/30/2016) HE gene for hemagglutinin-esterase, partial cds	2016-04-18	HE	Japan	Homo sapiens LC512510.1
LC512511.1	Influenza C virus (C/Yamagata/34/2016) HE gene for hemagglutinin-esterase, partial cds	2016-04-27	HE	Japan	Homo sapiens LC512511.1
LC512512.1	Influenza C virus (C/Yamagata/5/2018) HE gene for hemagglutinin-esterase, partial cds	2018-01-19	HE	Japan	Homo sapiens LC512512.1
LC512513.1	Influenza C virus (C/Yamagata/39/2018) HE gene for hemagglutinin-esterase, partial cds	2018-05-25	HE	Japan	Homo sapiens LC512513.1
MK480578.1	Influenza C virus (C/Thailand/c5395_HE_gene/2015) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2015-01-07	HE	Thailand	Homo sapiens MK480578.1
MK480585.1	Influenza C virus (C/Thailand/B12597_HE_gene/2015) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2015-08-31	HE	Thailand	Homo sapiens MK480585.1
MK480592.1	Influenza C virus (C/Thailand/B12983_HE_gene/2015) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2015-09-25	HE	Thailand	Homo sapiens MK480592.1
MK480599.1	Influenza C virus (C/Thailand/CN38_HE_gene/2017) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2017-03-07	HE	Thailand	Homo sapiens MK480599.1
MK050092.1	Influenza C virus (C/Seoul/APD462/2015) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2015-04-11	HE	South Korea	Homo sapiens MK050092.1
MK050093.1	Influenza C virus (C/Seoul/APD401/2015) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2015-03-29	HE	South Korea	Homo sapiens MK050093.1
MK050094.1	Influenza C virus (C/Cheongju/GPD805/2015) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2015-03-19	HE	South Korea	Homo sapiens MK050094.1
LC327655.1	Influenza C virus (C/Iwate/1/2016) HEF gene for hemagglutinin-esterase-fusion, partial cds	2016-03-XX	HE	Japan	Homo sapiens LC327655.1
LC327662.1	Influenza C virus (C/Iwate/2/2016) HEF gene for hemagglutinin-esterase-fusion, partial cds	2016-05-XX	HE	Japan	Homo sapiens LC327662.1
LC385858.1	Influenza C virus (C/Ann Arbor/1/50) HE gene for hemagglutinin-esterase, partial cds, clone: CJP1, CJP3, CJP5	1950-XX-XX	HE		Homo sapiens LC385858.1
LC385859.1	Influenza C virus (C/Yamagata/15/2004) HE gene for hemagglutinin-esterase, partial cds, clone: CYP1, CYP2, CYP4	2004-XX-XX	HE		Homo sapiens LC385859.1
LC385860.1	Influenza C virus (C/Yamagata/1/2016) HE gene for hemagglutinin-esterase, partial cds	2016-01-18	HE	Japan	Homo sapiens LC385860.1
LC385861.1	Influenza C virus (C/Yamagata/4/2016) HE gene for hemagglutinin-esterase, partial cds	2016-01-25	HE	Japan	Homo sapiens LC385861.1
LC385862.1	Influenza C virus (C/Yamagata/6/2016) HE gene for hemagglutinin-esterase, partial cds	2016-02-02	HE	Japan	Homo sapiens LC385862.1
LC385863.1	Influenza C virus (C/Yamagata/12/2016) HE gene for hemagglutinin-esterase, partial cds	2016-02-08	HE	Japan	Homo sapiens LC385863.1
LC385864.1	Influenza C virus (C/Yamagata/24/2016) HE gene for hemagglutinin-esterase, partial cds	2016-03-26	HE	Japan	Homo sapiens LC385864.1
LC385865.1	Influenza C virus (C/Yamagata/26/2016) HE gene for hemagglutinin-esterase, partial cds	2016-03-28	HE	Japan	Homo sapiens LC385865.1
LC385866.1	Influenza C virus (C/Yamagata/35/2016) HE gene for hemagglutinin-esterase, partial cds	2016-05-11	HE	Japan	Homo sapiens LC385866.1
LC385867.1	Influenza C virus (C/Yamagata/36/2016) HE gene for hemagglutinin-esterase, partial cds	2016-05-13	HE	Japan	Homo sapiens LC385867.1
MH185829.1	Influenza C virus (C/Kaohsiung/95111003/2006) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2006-11-10	HE	Taiwan	Homo sapiens MH185829.1
MH185830.1	Influenza C virus (C/Kaohsiung/96060801C/2007) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2007-06-08	HE	Taiwan	Homo sapiens MH185830.1
MH185831.1	Influenza C virus (C/Kaohsiung/97042912C/2008) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2008-04-29	HE	Taiwan	Homo sapiens MH185831.1
MH185832.1	Influenza C virus (C/Kaohsiung/106051925/2014) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2014-05-19	HE	Taiwan	Homo sapiens MH185832.1
MH185833.1	Influenza C virus (C/Kaohsiung/105032177/2016) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2016-03-21	HE	Taiwan	Homo sapiens MH185833.1
MH185834.1	Influenza C virus (C/Kaohsiung/107020729/2018) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2018-02-07	HE	Taiwan	Homo sapiens MH185834.1
CY239417.1	Influenza C virus (C/Minnesota/01/2014) hemagglutinin-esterase (HE) gene, partial cds	2014-12-27	HE	USA	Homo sapiens CY239417.1
CY239418.1	Influenza C virus (C/Minnesota/01/2015) hemagglutinin-esterase (HE) gene, partial cds	2015-01-01	HE	USA	Homo sapiens CY239418.1
CY239421.1	Influenza C virus (C/Minnesota/02/2015) hemagglutinin-esterase (HE) gene, partial cds	2015-01-09	HE	USA	Homo sapiens CY239421.1
CY239422.1	Influenza C virus (C/Minnesota/03/2015) hemagglutinin-esterase (HE) gene, partial cds	2015-01-14	HE	USA	Homo sapiens CY239422.1
CY239424.1	Influenza C virus (C/Minnesota/04/2015) hemagglutinin-esterase (HE) gene, partial cds	2015-02-06	HE	USA	Homo sapiens CY239424.1
CY239427.1	Influenza C virus (C/Minnesota/05/2015) hemagglutinin-esterase (HE) gene, partial cds	2015-02-05	HE	USA	Homo sapiens CY239427.1
CY239428.1	Influenza C virus (C/Minnesota/06/2015) hemagglutinin-esterase (HE) gene, partial cds	2015-02-15	HE	USA	Homo sapiens CY239428.1
CY239430.1	Influenza C virus (C/Minnesota/07/2015) hemagglutinin-esterase (HE) gene, partial cds	2015-02-18	HE	USA	Homo sapiens CY239430.1
CY239433.1	Influenza C virus (C/Minnesota/08/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-04	HE	USA	Homo sapiens CY239433.1
CY239435.1	Influenza C virus (C/Minnesota/09/2015) hemagglutinin-esterase (HE) gene, partial cds	2015-03-10	HE	USA	Homo sapiens CY239435.1
CY239436.1	Influenza C virus (C/Minnesota/10/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-09	HE	USA	Homo sapiens CY239436.1
CY239438.1	Influenza C virus (C/Minnesota/12/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-12	HE	USA	Homo sapiens CY239438.1
CY239440.1	Influenza C virus (C/Minnesota/13/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-21	HE	USA	Homo sapiens CY239440.1
CY239442.1	Influenza C virus (C/Minnesota/14/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-23	HE	USA	Homo sapiens CY239442.1
CY239444.1	Influenza C virus (C/Minnesota/15/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-20	HE	USA	Homo sapiens CY239444.1
CY239446.1	Influenza C virus (C/Minnesota/16/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-19	HE	USA	Homo sapiens CY239446.1
CY239447.1	Influenza C virus (C/Minnesota/17/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-27	HE	USA	Homo sapiens CY239447.1
CY239448.1	Influenza C virus (C/Minnesota/18/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-27	HE	USA	Homo sapiens CY239448.1
CY239450.1	Influenza C virus (C/Minnesota/19/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-30	HE	USA	Homo sapiens CY239450.1
CY239452.1	Influenza C virus (C/Minnesota/20/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-29	HE	USA	Homo sapiens CY239452.1
CY239454.1	Influenza C virus (C/Minnesota/21/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-29	HE	USA	Homo sapiens CY239454.1
CY239455.1	Influenza C virus (C/Minnesota/22/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-31	HE	USA	Homo sapiens CY239455.1
CY239457.1	Influenza C virus (C/Minnesota/23/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-04-15	HE	USA	Homo sapiens CY239457.1
CY239459.1	Influenza C virus (C/Minnesota/24/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-04-14	HE	USA	Homo sapiens CY239459.1
CY239461.1	Influenza C virus (C/Minnesota/25/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-04-14	HE	USA	Homo sapiens CY239461.1
CY239463.1	Influenza C virus (C/Minnesota/26/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-04-15	HE	USA	Homo sapiens CY239463.1
CY239465.1	Influenza C virus (C/Minnesota/03/2014) hemagglutinin-esterase (HE) gene, complete cds	2014-12-15	HE	USA	Homo sapiens CY239465.1
CY239467.1	Influenza C virus (C/Minnesota/04/2014) hemagglutinin-esterase (HE) gene, complete cds	2014-12-25	HE	USA	Homo sapiens CY239467.1
CY239469.1	Influenza C virus (C/Minnesota/27/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-02-04	HE	USA	Homo sapiens CY239469.1
CY239471.1	Influenza C virus (C/Minnesota/28/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-02-08	HE	USA	Homo sapiens CY239471.1
CY239473.1	Influenza C virus (C/Minnesota/29/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-02-23	HE	USA	Homo sapiens CY239473.1
CY239475.1	Influenza C virus (C/Minnesota/30/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-02-23	HE	USA	Homo sapiens CY239475.1
CY239477.1	Influenza C virus (C/Minnesota/31/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-02-28	HE	USA	Homo sapiens CY239477.1
CY239479.1	Influenza C virus (C/Minnesota/32/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-02	HE	USA	Homo sapiens CY239479.1
CY239481.1	Influenza C virus (C/Minnesota/33/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-11	HE	USA	Homo sapiens CY239481.1
CY239484.1	Influenza C virus (C/Minnesota/01/2016) hemagglutinin-esterase (HE) gene, complete cds	2016-04-21	HE	USA	Homo sapiens CY239484.1
KT232085.1	Influenza C virus (C/India/P119564/2011) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2011-06-10	HE	India	Homo sapiens KT232085.1
LC122632.1	Influenza C virus (C/Taylor/1233/1947) HE gene for hemagglutinin-esterase, partial cds	1947-XX-XX	HE	USA	Homo sapiens LC122632.1
LC122633.1	Influenza C virus (C/Great Lakes/1167/1954) HE gene for hemagglutinin-esterase, partial cds	1954-XX-XX	HE	USA	Homo sapiens LC122633.1
LC122634.1	Influenza C virus (C/California/78) HE gene for hemagglutinin-esterase, partial cds	1978-XX-XX	HE	USA	Homo sapiens LC122634.1
LC122635.1	Influenza C virus (C/Mississippi/80) HE gene for hemagglutinin-esterase, partial cds	1980-XX-XX	HE	USA	Homo sapiens LC122635.1
LC122637.1	Influenza C virus (C/England/892/1983) HE gene for hemagglutinin-esterase, partial cds	1983-XX-XX	HE	United Kingdom	Homo sapiens LC122637.1
LC122638.1	Influenza C virus (C/Yamagata/5/2002) HE gene for hemagglutinin-esterase, partial cds	2002-02-07	HE	Japan	Homo sapiens LC122638.1
LC122639.1	Influenza C virus (C/Miyagi/4/2002) HE gene for hemagglutinin-esterase, partial cds	2002-01-24	HE	Japan	Homo sapiens LC122639.1
LC122640.1	Influenza C virus (C/Miyagi/11/2002) HE gene for hemagglutinin-esterase, partial cds	2002-02-22	HE	Japan	Homo sapiens LC122640.1
LC122641.1	Influenza C virus (C/Miyagi/20/2002) HE gene for hemagglutinin-esterase, partial cds	2002-03-17	HE	Japan	Homo sapiens LC122641.1
LC122642.1	Influenza C virus (C/Miyagi/28/2002) HE gene for hemagglutinin-esterase, partial cds	2002-04-22	HE	Japan	Homo sapiens LC122642.1
LC122643.1	Influenza C virus (C/Miyagi/31/2002) HE gene for hemagglutinin-esterase, partial cds	2002-06-18	HE	Japan	Homo sapiens LC122643.1
LC122644.1	Influenza C virus (C/Yamagata/18/2004) HE gene for hemagglutinin-esterase, partial cds	2004-05-14	HE	Japan	Homo sapiens LC122644.1
LC122645.1	Influenza C virus (C/Yamagata/26/2004) HE gene for hemagglutinin-esterase, partial cds	2004-05-28	HE	Japan	Homo sapiens LC122645.1
LC122646.1	Influenza C virus (C/Miyagi/25/2004) HE gene for hemagglutinin-esterase, partial cds	2004-03-31	HE	Japan	Homo sapiens LC122646.1
LC122647.1	Influenza C virus (C/Miyagi/47/2004) HE gene for hemagglutinin-esterase, partial cds	2004-06-18	HE	Japan	Homo sapiens LC122647.1
LC122648.1	Influenza C virus (C/Yamagata/1/2005) HE gene for hemagglutinin-esterase, partial cds	2005-06-07	HE	Japan	Homo sapiens LC122648.1
LC122649.1	Influenza C virus (C/Yamagata/2/2005) HE gene for hemagglutinin-esterase, partial cds	2005-07-05	HE	Japan	Homo sapiens LC122649.1
LC122650.1	Influenza C virus (C/Yamagata/3/2005) HE gene for hemagglutinin-esterase, partial cds	2005-09-07	HE	Japan	Homo sapiens LC122650.1
LC122651.1	Influenza C virus (C/Miyagi/2/2005) HE gene for hemagglutinin-esterase, partial cds	2005-04-07	HE	Japan	Homo sapiens LC122651.1
LC122652.1	Influenza C virus (C/Miyagi/4/2005) HE gene for hemagglutinin-esterase, partial cds	2005-05-16	HE	Japan	Homo sapiens LC122652.1
LC122653.1	Influenza C virus (C/Fukuoka/1/2005) HE gene for hemagglutinin-esterase, partial cds	2005-12-28	HE	Japan	Homo sapiens LC122653.1
LC122654.1	Influenza C virus (C/Fukuoka/2/2006) HE gene for hemagglutinin-esterase, partial cds	2006-03-08	HE	Japan	Homo sapiens LC122654.1
LC122655.1	Influenza C virus (C/Yamagata/1/2006) HE gene for hemagglutinin-esterase, partial cds	2006-01-23	HE	Japan	Homo sapiens LC122655.1
LC122656.1	Influenza C virus (C/Yamagata/9/2006) HE gene for hemagglutinin-esterase, partial cds	2006-06-13	HE	Japan	Homo sapiens LC122656.1
LC122657.1	Influenza C virus (C/Yamagata/13/2006) HE gene for hemagglutinin-esterase, partial cds	2006-08-08	HE	Japan	Homo sapiens LC122657.1
LC122658.1	Influenza C virus (C/Yamagata/20/2006) HE gene for hemagglutinin-esterase, partial cds	2006-11-24	HE	Japan	Homo sapiens LC122658.1
LC122659.1	Influenza C virus (C/Miyagi/4/2006) HE gene for hemagglutinin-esterase, partial cds	2006-06-04	HE	Japan	Homo sapiens LC122659.1
LC122660.1	Influenza C virus (C/Yamagata/1/2007) HE gene for hemagglutinin-esterase, partial cds	2007-01-17	HE	Japan	Homo sapiens LC122660.1
LC122661.1	Influenza C virus (C/Yamagata/3/2008) HE gene for hemagglutinin-esterase, partial cds	2008-03-26	HE	Japan	Homo sapiens LC122661.1
LC122662.1	Influenza C virus (C/Yamagata/11/2008) HE gene for hemagglutinin-esterase, partial cds	2008-04-30	HE	Japan	Homo sapiens LC122662.1
LC122663.1	Influenza C virus (C/Yamagata/16/2008) HE gene for hemagglutinin-esterase, partial cds	2008-05-19	HE	Japan	Homo sapiens LC122663.1
LC122664.1	Influenza C virus (C/Miyagi/2/2008) HE gene for hemagglutinin-esterase, partial cds	2008-02-21	HE	Japan	Homo sapiens LC122664.1
LC122665.1	Influenza C virus (C/Miyagi/3/2010) HE gene for hemagglutinin-esterase, partial cds	2010-04-12	HE	Japan	Homo sapiens LC122665.1
LC122666.1	Influenza C virus (C/Tokyo/3/2010) HE gene for hemagglutinin-esterase, partial cds	2010-04-23	HE	Japan	Homo sapiens LC122666.1
LC122667.1	Influenza C virus (C/Yamagata/1/2012) HE gene for hemagglutinin-esterase, partial cds	2012-01-16	HE	Japan	Homo sapiens LC122667.1
LC122668.1	Influenza C virus (C/Yamagata/3/2012) HE gene for hemagglutinin-esterase, partial cds	2012-02-07	HE	Japan	Homo sapiens LC122668.1
LC122669.1	Influenza C virus (C/Yamagata/7/2012) HE gene for hemagglutinin-esterase, partial cds	2012-03-14	HE	Japan	Homo sapiens LC122669.1
LC122670.1	Influenza C virus (C/Yamagata/14/2012) HE gene for hemagglutinin-esterase, partial cds	2012-06-01	HE	Japan	Homo sapiens LC122670.1
LC122671.1	Influenza C virus (C/Yamagata/28/2012) HE gene for hemagglutinin-esterase, partial cds	2012-07-12	HE	Japan	Homo sapiens LC122671.1
LC122672.1	Influenza C virus (C/Miyagi/2/2012) HE gene for hemagglutinin-esterase, partial cds	2012-01-26	HE	Japan	Homo sapiens LC122672.1
LC122673.1	Influenza C virus (C/Fukuoka/1/2012) HE gene for hemagglutinin-esterase, partial cds	2012-04-11	HE	Japan	Homo sapiens LC122673.1
LC122674.1	Influenza C virus (C/Miyagi/2/2014) HE gene for hemagglutinin-esterase, partial cds	2014-04-30	HE	Japan	Homo sapiens LC122674.1
LC122675.1	Influenza C virus (C/Miyagi/5/2014) HE gene for hemagglutinin-esterase, partial cds	2014-05-17	HE	Japan	Homo sapiens LC122675.1
LC122676.1	Influenza C virus (C/Miyagi/6/2014) HE gene for hemagglutinin-esterase, partial cds	2014-06-02	HE	Japan	Homo sapiens LC122676.1
LC122677.1	Influenza C virus (C/Tokyo/1/2014) HE gene for hemagglutinin-esterase, partial cds	2014-02-01	HE	Japan	Homo sapiens LC122677.1
LC122678.1	Influenza C virus (C/Tokyo/4/2014) HE gene for hemagglutinin-esterase, partial cds	2014-04-23	HE	Japan	Homo sapiens LC122678.1
KM507548.1	Influenza C virus (C/India/P121719/2012) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2012-02-24	HE	India	Homo sapiens KM507548.1
KM507555.1	Influenza C virus (C/India/P135047/2013) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2013-04-25	HE	India	Homo sapiens KM507555.1
KT835350.1	Influenza C virus (C/Scotland/5500/2007) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2007-07-XX	HE	United Kingdom	Homo sapiens KT835350.1
KT835351.1	Influenza C virus (C/Scotland/6855/2007) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2007-11-XX	HE	United Kingdom	Homo sapiens KT835351.1
KT835352.1	Influenza C virus (C/Scotland/7274/2007) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2007-12-XX	HE	United Kingdom	Homo sapiens KT835352.1
KT835353.1	Influenza C virus (C/Scotland/7383/2007) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2007-12-XX	HE	United Kingdom	Homo sapiens KT835353.1
KT835354.1	Influenza C virus (C/Scotland/7482/2007) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2007-12-XX	HE	United Kingdom	Homo sapiens KT835354.1
LC013253.1	Influenza C virus (C/Yamagata/6/2014) HE gene for hemagglutinin-esterase, partial cds	2014-04-16	HE	Japan	Homo sapiens LC013253.1
LC013254.1	Influenza C virus (C/Yamagata/13/2014) HE gene for hemagglutinin-esterase, partial cds	2014-05-14	HE	Japan	Homo sapiens LC013254.1
LC013255.1	Influenza C virus (C/Yamagata/14/2014) HE gene for hemagglutinin-esterase, partial cds	2014-05-14	HE	Japan	Homo sapiens LC013255.1
LC013256.1	Influenza C virus (C/Yamagata/15/2014) HE gene for hemagglutinin-esterase, partial cds	2014-05-16	HE	Japan	Homo sapiens LC013256.1
LC013257.1	Influenza C virus (C/Yamagata/16/2014) HE gene for hemagglutinin-esterase, partial cds	2014-05-21	HE	Japan	Homo sapiens LC013257.1
