virus,subtype,virus_and_subtype,gene,adaptive_subs_per_codon_per_year,lower_95ci,upper_95ci,ci,len_in_codons,adaptive_muts_per_year,lower_95ci_mutspergene,upper_95ci_mutspergene,legible_name,virus_family,color,rna_dna,genome_type,enveloped,transmission,cellular_receptor,fusion_protein_class,legible_rate_percodon,legible_rate_pergene
h1n1pdm,,h1n1pdm,HA1,1.3411574825917139,0.0,3.3006656043651015,"[0.0, 3.3006656043651015]",327,0.4385584968074904,0.0,1.0793176526273882,Influenza A/H1N1pdm,orthomyxovirus,#CC415A,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,1.34×10⁻³ muts per codon per year,0.44 muts per year
h1n1pdm,,h1n1pdm,HA2,0.0,0.0,0.0009443405669820764,"[0.0, 0.0009443405669820764]",222,0.0,0.0,0.00020964360587002095,Influenza A/H1N1pdm,orthomyxovirus,#CC415A,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year
h1n1pdm,,h1n1pdm,NA,3.335424811315387,1.2384719709901235,5.782426751155124,"[1.2384719709901235, 5.782426751155124]",470,1.5676496613182318,0.5820818263653581,2.7177405730429083,Influenza A/H1N1pdm,orthomyxovirus,#CC415A,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,3.34×10⁻³ muts per codon per year,1.57 muts per year
h1n1pdm,,h1n1pdm,NP,0.5692099919010175,0.0,1.6921594978377832,"[0.0, 1.6921594978377832]",499,0.28403578595860773,0.0,0.8443875894210539,Influenza A/H1N1pdm,orthomyxovirus,#CC415A,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.57×10⁻³ muts per codon per year,0.28 muts per year
h1n1pdm,,h1n1pdm,PA,0.0,0.0,0.0,"[0.0, 0.0]",717,0.0,0.0,0.0,Influenza A/H1N1pdm,orthomyxovirus,#CC415A,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year
h1n1pdm,,h1n1pdm,PB1,0.0,0.0,0.0,"[0.0, 0.0]",758,0.0,0.0,0.0,Influenza A/H1N1pdm,orthomyxovirus,#CC415A,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year
h1n1pdm,,h1n1pdm,PB2,0.35563104954403946,0.0,0.9055233203910578,"[0.0, 0.9055233203910578]",760,0.27027959765347,0.0,0.6881977234972039,Influenza A/H1N1pdm,orthomyxovirus,#CC415A,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.36×10⁻³ muts per codon per year,0.27 muts per year
vic,,vic,HA1,1.2607485982316637,0.7379359239836074,1.8500012114821807,"[0.7379359239836074, 1.8500012114821807]",346,0.4362190149881557,0.2553258296983282,0.6401004191728346,Influenza B/Vic,orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,1.26×10⁻³ muts per codon per year,0.44 muts per year
vic,,vic,HA2,0.39181431902185065,0.0031889703816042336,0.9137998411639052,"[0.0031889703816042336, 0.9137998411639052]",225,0.0881582217799164,0.0007175183358609525,0.2056049642618787,Influenza B/Vic,orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.39×10⁻³ muts per codon per year,0.09 muts per year
vic,,vic,NA,0.961594504704135,0.43439009417767344,1.5733040456782805,"[0.43439009417767344, 1.5733040456782805]",467,0.44906463369683103,0.20286017398097347,0.734732989331757,Influenza B/Vic,orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.96×10⁻³ muts per codon per year,0.45 muts per year
vic,,vic,NP,1.5682916426567104,0.7748229332200305,2.573964745787384,"[0.7748229332200305, 2.573964745787384]",561,0.8798116115304145,0.4346756655364371,1.4439942223867224,Influenza B/Vic,orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,1.57×10⁻³ muts per codon per year,0.88 muts per year
vic,,vic,PA,0.45208382049369134,0.06022294574242768,0.9470626345367595,"[0.06022294574242768, 0.9470626345367595]",727,0.3286649374989136,0.043782081554744924,0.6885145353082242,Influenza B/Vic,orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.45×10⁻³ muts per codon per year,0.33 muts per year
vic,,vic,PB1,0.15221731366235564,-0.0047389255622350196,0.3519768196890038,"[-0.0047389255622350196, 0.3519768196890038]",753,0.1146196371877538,-0.0035684109483629695,0.2650385452258199,Influenza B/Vic,orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.15×10⁻³ muts per codon per year,0.11 muts per year
vic,,vic,PB2,0.12051047890977845,0.0,0.36099794113440126,"[0.0, 0.36099794113440126]",771,0.09291357923943919,0.0,0.2783294126146234,Influenza B/Vic,orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.12×10⁻³ muts per codon per year,0.09 muts per year
yam,,yam,HA1,1.4247924445806526,0.586924600214763,2.5285339967416203,"[0.586924600214763, 2.5285339967416203]",346,0.49297818582490577,0.203075911674308,0.8748727628726005,Influenza B/Yam,orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,1.42×10⁻³ muts per codon per year,0.49 muts per year
yam,,yam,HA2,0.061887048927902755,-0.22942881467633452,0.5056943939640962,"[-0.22942881467633452, 0.5056943939640962]",224,0.013862698959850216,-0.05139205448749893,0.11327554424795755,Influenza B/Yam,orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.06×10⁻³ muts per codon per year,0.01 muts per year
yam,,yam,NA,0.9190342638485649,0.39152274501544315,1.7411530136720572,"[0.39152274501544315, 1.7411530136720572]",467,0.4291890012172798,0.18284112192221194,0.8131184573848507,Influenza B/Yam,orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.92×10⁻³ muts per codon per year,0.43 muts per year
yam,,yam,NP,0.3373864385154047,0.039257708605218794,0.768807071155998,"[0.039257708605218794, 0.768807071155998]",561,0.18927379200714203,0.02202357452752774,0.4313007669185149,Influenza B/Yam,orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.34×10⁻³ muts per codon per year,0.19 muts per year
yam,,yam,PA,0.1081482694410594,-0.10863681190967889,0.5134293204551902,"[-0.10863681190967889, 0.5134293204551902]",727,0.07862379188365018,-0.07897896225833655,0.37326311597092326,Influenza B/Yam,orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.11×10⁻³ muts per codon per year,0.08 muts per year
yam,,yam,PB1,0.10391206806778398,0.004773948652859584,0.25038424132036374,"[0.004773948652859584, 0.25038424132036374]",753,0.07824578725504133,0.0035947833356032672,0.1885393337142339,Influenza B/Yam,orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.1×10⁻³ muts per codon per year,0.08 muts per year
yam,,yam,PB2,0.004001539913921455,-0.05853833102631453,0.09981211628123617,"[-0.05853833102631453, 0.09981211628123617]",771,0.003085187273633442,-0.04513305322128851,0.07695514165283308,Influenza B/Yam,orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year
influenzaC,Mississippi,influenzaC_Mississippi,PB2,0.015719147169215495,0.0,0.08136747917176711,"[0.0, 0.08136747917176711]",775,0.01218233905614201,0.0,0.06305979635811951,Influenza C/Mississippi,orthomyxovirus,#c40062,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.02×10⁻³ muts per codon per year,0.01 muts per year
influenzaC,Mississippi,influenzaC_Mississippi,PB1,0.009607112035728978,0.0,0.03386506992594457,"[0.0, 0.03386506992594457]",755,0.007253369586975379,0.0,0.02556812779408815,Influenza C/Mississippi,orthomyxovirus,#c40062,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.01×10⁻³ muts per codon per year,0.01 muts per year
influenzaC,Mississippi,influenzaC_Mississippi,P3,0.059408788220972814,0.0,0.15698551745248124,"[0.0, 0.15698551745248124]",710,0.042180239636890694,0.0,0.11145971739126168,Influenza C/Mississippi,orthomyxovirus,#c40062,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.06×10⁻³ muts per codon per year,0.04 muts per year
influenzaC,Mississippi,influenzaC_Mississippi,HEF1,0.0,0.0,0.0,"[0.0, 0.0]",432,0.0,0.0,0.0,Influenza C/Mississippi,orthomyxovirus,#c40062,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year
influenzaC,Mississippi,influenzaC_Mississippi,HEF2,0.0,0.0,0.0,"[0.0, 0.0]",209,0.0,0.0,0.0,Influenza C/Mississippi,orthomyxovirus,#c40062,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year
influenzaC,Mississippi,influenzaC_Mississippi,NP,-0.0047040986949789185,-0.015967610183018927,0.0,"[-0.015967610183018927, 0.0]",566,-0.002662519861358068,-0.009037667363588712,0.0,Influenza C/Mississippi,orthomyxovirus,#c40062,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,-0.0×10⁻³ muts per codon per year,-0.0 muts per year
influenzaC,Mississippi,influenzaC_Mississippi,M,0.14815384435597045,0.01370835589274912,0.3617662950253622,"[0.01370835589274912, 0.3617662950253622]",319,0.04726107634955458,0.004372965529786969,0.11540344811309053,Influenza C/Mississippi,orthomyxovirus,#c40062,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.15×10⁻³ muts per codon per year,0.05 muts per year
influenzaC,Mississippi,influenzaC_Mississippi,NS,0.07507941513311338,0.0,0.3311342243464378,"[0.0, 0.3311342243464378]",247,0.018544615537879002,0.0,0.08179015341357014,Influenza C/Mississippi,orthomyxovirus,#c40062,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.08×10⁻³ muts per codon per year,0.02 muts per year
influenzaC,Yamagata,influenzaC_Yamagata,PB2,3.9299430080522795e-05,0.0,0.002588194445758424,"[0.0, 0.002588194445758424]",775,3.0457058312405167e-05,0.0,0.0020058506954627785,Influenza C/Yamagata,orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year
influenzaC,Yamagata,influenzaC_Yamagata,PB1,0.10826260167388382,0.0,0.25713114146965943,"[0.0, 0.25713114146965943]",755,0.08173826426378228,0.0,0.19413401180959286,Influenza C/Yamagata,orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.11×10⁻³ muts per codon per year,0.08 muts per year
influenzaC,Yamagata,influenzaC_Yamagata,P3,0.034979189535528026,-0.0022648546712769647,0.1050890972434229,"[-0.0022648546712769647, 0.1050890972434229]",710,0.024835224570224898,-0.001608046816606645,0.07461325904283027,Influenza C/Yamagata,orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.03×10⁻³ muts per codon per year,0.02 muts per year
influenzaC,Yamagata,influenzaC_Yamagata,HEF1,0.17695096398800103,-0.013813518443148076,0.45388671256726804,"[-0.013813518443148076, 0.45388671256726804]",432,0.07644281644281645,-0.005967439967439969,0.1960790598290598,Influenza C/Yamagata,orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.18×10⁻³ muts per codon per year,0.08 muts per year
influenzaC,Yamagata,influenzaC_Yamagata,HEF2,0.2699055330634278,0.0,0.8097165991902834,"[0.0, 0.8097165991902834]",209,0.05641025641025641,0.0,0.16923076923076924,Influenza C/Yamagata,orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.27×10⁻³ muts per codon per year,0.06 muts per year
influenzaC,Yamagata,influenzaC_Yamagata,NP,0.06339766891829883,-0.0031051755083861014,0.1864085321512906,"[-0.0031051755083861014, 0.1864085321512906]",566,0.035883080607757134,-0.0017575293377465333,0.10550722919763048,Influenza C/Yamagata,orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.06×10⁻³ muts per codon per year,0.04 muts per year
influenzaC,Yamagata,influenzaC_Yamagata,M,0.0,0.0,0.0,"[0.0, 0.0]",319,0.0,0.0,0.0,Influenza C/Yamagata,orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.0×10⁻³ muts per codon per year,0.0 muts per year
influenzaC,Yamagata,influenzaC_Yamagata,NS,0.1334712938498898,-0.0006645009841259575,0.4178277375499015,"[-0.0006645009841259575, 0.4178277375499015]",247,0.03296740958092278,-0.0001641317430791115,0.10320345117482567,Influenza C/Yamagata,orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,0.13×10⁻³ muts per codon per year,0.03 muts per year
oc43,A,oc43_A,Orf1ab,0.12730412915783992,0.07174728365378674,0.18688008776648368,"[0.07174728365378674, 0.18688008776648368]",7096,0.9033501005040321,0.5091187248072707,1.3261011027909684,OC43-A,coronavirus,#208288,RNA,Positive-sense RNA,True,Respiratory,Sialic acid,Class I,0.13×10⁻³ muts per codon per year,0.9 muts per year
oc43,A,oc43_A,RdRp,0.04061669823866547,0.0,0.1327245440144168,"[0.0, 0.1327245440144168]",928,0.037692295965481556,0.0,0.12316837684537879,OC43-A,coronavirus,#208288,RNA,Positive-sense RNA,True,Respiratory,Sialic acid,Class I,0.04×10⁻³ muts per codon per year,0.04 muts per year
oc43,A,oc43_A,HE,0.39101712156623436,-0.02499878757570824,0.9515654785773636,"[-0.02499878757570824, 0.9515654785773636]",425,0.1661822766656496,-0.010624484719676001,0.4044153283953796,OC43-A,coronavirus,#208288,RNA,Positive-sense RNA,True,Respiratory,Sialic acid,Class I,0.39×10⁻³ muts per codon per year,0.17 muts per year
oc43,A,oc43_A,S1,1.620473358204486,1.0294429139477497,2.273579081801936,"[1.0294429139477497, 2.273579081801936]",753,1.220216438727978,0.7751705142026555,1.7120050485968579,OC43-A,coronavirus,#208288,RNA,Positive-sense RNA,True,Respiratory,Sialic acid,Class I,1.62×10⁻³ muts per codon per year,1.22 muts per year
oc43,A,oc43_A,S2,0.030752761008034257,0.0,0.1006637025582058,"[0.0, 0.1006637025582058]",596,0.018328645560788417,0.0,0.059995566724690655,OC43-A,coronavirus,#208288,RNA,Positive-sense RNA,True,Respiratory,Sialic acid,Class I,0.03×10⁻³ muts per codon per year,0.02 muts per year
oc43,A,oc43_A,NS2,0.1534180105608677,-0.08602508602508603,0.589291660720232,"[-0.08602508602508603, 0.589291660720232]",110,0.01687598116169545,-0.009462759462759462,0.06482208267922551,OC43-A,coronavirus,#208288,RNA,Positive-sense RNA,True,Respiratory,Sialic acid,Class I,0.15×10⁻³ muts per codon per year,0.02 muts per year
