strain	strain_name	date	segment_num	segment_name	country	full_genotype	genotype_group
JF965007	09RT073	2009-05-04	9	G	Canada	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
JF965004	09RT061	2009-04-15	9	G	Canada	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
JF965002	09RT056	2009-04-09	9	G	Canada	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
JF965001	09RT055	2009-04-09	9	G	Canada	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
JF964999	09RT052	2009-02-05	9	G	Canada	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
JF965003	09RT060	2009-04-13	9	G	Canada	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
JF965000	09RT053	2009-04-05	9	G	Canada	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113048	JS12_16	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113028	JS11_15	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113027	JS11_14	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113013	JS10_18	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113049	JS12_17	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113042	JS12_10	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113011	JS10_16	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113009	JS10_14	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113012	JS10_17	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113030	JS11_17	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113047	JS12_15	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113032	JS11_19	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113031	JS11_18	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113051	JS12_19	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113026	JS11_13	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113050	JS12_18	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113029	JS11_16	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113008	JS10_13	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF113010	JS10_15	2012-12-22	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF673481	BJ_Q682	2012-01-06	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF673489	BJ_CR8090	2012-05-17	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF673478	BJ_Q94	2010-11-25	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF673482	BJ_Q794	2012-04-13	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF673479	BJ_Q322	2011-05-13	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF673483	BJ_Q1087	2012-10-29	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF673484	BJ_Q1141	2012-12-06	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF673487	BJ_CR7611	2011-11-18	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF673485	BJ_CR6856	2010-12-17	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
KF673490	BJ_CR8537	2012-12-15	9	G	China	G9_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G9
