seqName,errors,warnings,failedGenes
"KX765900","","",""
"KX765905","","",""
"KX765899","","",""
"KX765906","","",""
"KX765908","","",""
"KX765909","","",""
"KX765907","","",""
"KX765912","","",""
"KX765921","","",""
"MG642068","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"KX765923","","",""
"KX765922","","",""
"MG642065","","",""
"MG642064","","",""
"MG642066","","",""
"MG642072","","",""
"KY674984","","",""
"KX765929","","",""
"KX765927","","",""
"KX765935","","",""
"KY249666","","",""
"KX765930","","",""
"KY249667","","",""
"KY249669","","",""
"KY249668","","",""
"KY249670","","",""
"KY249672","","",""
"KY249673","","",""
"KY249671","","",""
"KY249675","","",""
"KY249674","","",""
"KY249676","","",""
"KY249677","","",""
"KY249678","","",""
"KY249679","","",""
"KY249681","","",""
"KY249682","","",""
"KY249680","","",""
"KY249683","","",""
"KY249656","","",""
"KY249657","","",""
"KY249659","","",""
"KY249658","","",""
"KY249661","","",""
"KY249660","","",""
"KY249662","","",""
"KY249663","","",""
"KY249664","","",""
"KY249665","","",""
"KX765975","","",""
"KX765973","","",""
"KX765976","","",""
"KX765978","","",""
"MG642036","","",""
"MG642037","","",""
"MG642046","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"MG642039","","",""
"MG642042","","",""
"MG642043","","",""
"MG642051","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"MG642044","","",""
"MG642045","","",""
"MG642047","","",""
"MG642049","","",""
"MG642054","","",""
"MG642057","","",""
"MG642062","","",""
"MG642059","","",""
"MK749904","","",""
"KX765943","","",""
"KX765945","","",""
"KX765947","","",""
"KX765949","","",""
"KX765952","","",""
"KX765957","","",""
"KX765959","","",""
"KX765962","","",""
"KX765961","","",""
"MH327947","","",""
"KX765964","","",""
"KX765963","","",""
"KX765965","","",""
"MG431252","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"KX765968","","",""
"KX765966","","",""
"KY684758","","",""
"KY883569","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"MG642027","","",""
"MG642025","","",""
"MG431251","","",""
"KY883568","","",""
"MG431253","","",""
"MF001046","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"KY883570","","",""
"MF001048","","",""
"KY883571","","",""
"MG642076","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"MF001055","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"MF001042","","",""
"MF001040","","",""
"MF001045","","",""
"MF001044","","",""
"MK167041","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"MF001058","","",""
"MK481079","","",""
"MK534510","","",""
"MK534511","","",""
"MG642078","","",""
"MG642082","","",""
"MK167034","","",""
"MK534512","","",""
"MK453523","","",""
"MK749866","","",""
"MK749868","","",""
"MK749869","","",""
"MK749873","","",""
"MK749872","","",""
"MK749871","","",""
"MK749870","","",""
"MK749874","","",""
"MK749875","","",""
"MK749876","","",""
"MK749877","","",""
"MK749878","","",""
"MK749883","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"MK749881","","",""
"MK749879","","",""
"MK749880","","",""
"MK749882","","",""
"MK749885","","",""
"MK749887","","",""
"MK749894","","",""
"MK749891","","",""
"MK749892","","",""
"MK749889","","",""
"MK749888","","",""
"MK749900","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"MK749896","","",""
"MK749897","","",""
"MK749898","","",""
"MK749901","","",""
"MK749899","","",""
"MG839545","","",""
"MK749903","","",""
"LC474539","","",""
"MK749902","","",""
"LC384997","","",""
"MG839547","","",""
"LC384998","","",""
"LC384999","","",""
"LC385001","","",""
"LC385003","","",""
"LC385000","","",""
"LC385002","","",""
"LC385006","","",""
"LC385007","","",""
"LC385008","","",""
"LC385005","","",""
"LC474524","","",""
"LC474523","","",""
"LC474522","","",""
"LC474526","","",""
"LC474527","","",""
"LC474528","","",""
"LC474529","","",""
"LC474530","","",""
"LC474531","","",""
"LC474532","","",""
"LC474533","","",""
"LC474534","","",""
"LC474536","","",""
"LC474535","","",""
"LC474537","","",""
"LC474538","","",""
"LC474541","","",""
"LC474543","","",""
"LC474540","","",""
"LC474544","","",""
"LC474547","","",""
"LC474545","","",""
"LC474546","","",""
"LC474549","","",""
"LC474551","","",""
"LC474552","","",""
"LC474550","","",""
"MF185752","","",""
"MF185753","","",""
"LC474553","","",""
"LC474555","","",""
"MF185751","","",""
"LC474560","","",""
"LC474559","","",""
"MF185754","","",""
"MK109764","","",""
"MK109766","","",""
"MK109765","","",""
"MK109767","","",""
"MK109768","","",""
"MK109769","","",""
"MK109770","","",""
"MK109771","","",""
"MK109778","","",""
"MK109779","","",""
"MK109780","","",""
"MK109781","","",""
"MK109782","","",""
"MK109783","","",""
"MK109784","","",""
"MK109788","","",""
"MK109789","","",""
"MK749905","","",""
"MK749906","","",""
"MK749907","","",""
"MK749908","","",""
"MK749910","","",""
"MK749914","","",""
"MK749915","","",""
"MK749916","","",""
"LC495297","","",""
"MK109786","","",""
"MG813994","","",""
"MT040086","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"MN163126","","",""
"MN163124","","",""
"MG813995","","",""
"MN163125","","",""
"MT040081","","",""
"MT040088","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"MT040084","","",""
"MT373704","","",""
"MT373703","","",""
"MT107528","","",""
"MT373705","","",""
"MT040085","","",""
"MT040087","","",""
"MW020595","","",""
"MT040089","","",""
"MW160744","","",""
"MW582529","","",""
"MW160745","","",""
"MW160755","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"MW160751","","",""
"MW160748","","",""
"MW160750","","",""
"MW160752","","",""
"MW160757","","",""
"MW160760","","",""
"MW160763","","",""
"MW160770","","",""
"MW160775","","",""
"MW160780","","",""
"MW160765","","",""
"MW160777","","",""
"MW160789","","",""
"MW160781","","",""
"MW160784","","",""
"MW160786","","",""
"MW160788","","",""
"MW160791","","",""
"MW160790","","",""
"MW160792","","",""
"MW160793","","",""
"MW160794","","",""
"MW160796","","",""
"MW160798","","",""
"MW160802","","",""
"MW160800","","",""
"MW160804","","",""
"MW160805","","",""
"MW160806","","",""
"MW160810","","",""
"MW160808","","",""
"MW160813","","",""
"MW160811","","",""
"MW160812","","",""
"MW160815","","",""
"MW160821","","",""
"MW160816","","",""
"MW160817","","",""
"MW160818","","",""
"MW160832","","",""
"MW160823","","",""
"MW160829","","",""
"MW160826","","",""
"MW160831","","",""
"MW160833","","",""
"MW160834","","",""
"MW160835","","",""
"MW160838","","",""
"MW160836","","",""
"MW160837","","",""
"MZ515553","","",""
"MZ515554","","",""
"MZ515557","","",""
"MZ515558","","",""
"MZ515561","","",""
"MZ515560","","",""
"MZ515562","","",""
"MZ515565","","",""
"MZ515574","","",""
"MZ515586","","",""
"MZ515578","","",""
"MZ515581","","",""
"MZ515584","","",""
"MZ515587","","",""
"MZ515817","","",""
"MZ515820","","",""
"MZ515823","","",""
"MZ515824","","",""
"MZ515827","","",""
"MZ515830","","",""
"MZ515831","","",""
"MZ515832","","",""
"MZ515843","","",""
"MZ515836","","",""
"MZ515837","","",""
"MZ515839","","",""
"MZ515844","","",""
"MZ515845","","",""
"MZ515846","","",""
"MZ515849","","",""
"MZ515857","","",""
"MZ515863","","",""
"MZ515865","","",""
"MZ515868","","",""
"MZ515869","","",""
"MZ515871","","",""
"MZ515872","","",""
"MZ515883","","",""
"MZ515886","","",""
"MZ515889","","",""
"MZ515890","","",""
"MZ515892","","",""
"MZ515894","","",""
"MZ515895","","",""
"MZ515899","","",""
"MZ515903","","",""
"MZ515916","","",""
"MZ515904","","",""
"MZ515917","","",""
"MZ515918","","",""
"MZ515914","","",""
"MZ515924","","",""
"MZ515930","","",""
"MZ515926","","",""
"MZ515925","","",""
"MZ515934","","",""
"MZ515950","","",""
"MZ515936","","",""
"MZ515937","","",""
"MZ515938","","",""
"MZ515944","","",""
"MZ515946","","",""
"MZ515953","","",""
"MZ515970","","",""
"MZ515955","","",""
"MZ515972","","",""
"MZ515974","","",""
"MZ515975","","",""
"MZ515977","","",""
"MZ515978","","",""
"MZ515979","","",""
"MZ515988","","",""
"MZ515981","","",""
"MZ515995","","",""
"MZ515990","","",""
"MZ515996","","",""
"MZ515997","","",""
"MZ515991","","",""
"MZ516016","","",""
"MZ516003","","",""
"MZ516020","","",""
"MZ516022","","",""
"MZ516021","","",""
"MZ516030","","",""
"MZ516025","","",""
"MZ516037","","",""
"MZ516032","","",""
"MZ516034","","",""
"MZ516041","","",""
"MZ516042","","",""
"MZ516045","","",""
"MZ516054","","",""
"MZ516059","","",""
"MZ516049","","",""
"MZ516056","","",""
"MZ516051","","",""
"MZ516065","","",""
"MZ516061","","",""
"MZ516062","","",""
"MZ516060","","",""
"MZ516081","","",""
"MZ516082","","",""
"MZ516083","","",""
"MZ516089","","",""
"MZ516095","","",""
"MZ516094","","",""
"MZ516098","","",""
"MZ516102","","",""
"MZ516101","","",""
"MZ516104","","",""
"MZ516105","","",""
"MZ516107","","",""
"MZ516109","","",""
"MZ516113","","",""
"MZ515792","","",""
"MZ516114","","",""
"MZ515779","","",""
"MZ515786","","",""
"MZ515791","","",""
"MZ515805","","",""
"MZ515793","","",""
"MZ515799","","",""
"MZ515794","","",""
"MZ515807","","",""
"MZ515809","","",""
"MZ516122","","",""
"MZ515812","","",""
"MZ516116","","",""
"MZ516123","","",""
"MZ516125","","",""
"MZ516126","","",""
"MZ516135","","",""
"MZ516139","","",""
"MZ516141","","",""
"MZ516140","","",""
"MZ515591","","",""
"MZ515590","","",""
"MZ516143","","",""
"MZ515596","","",""
"MZ515594","","",""
"MZ515595","","",""
"MZ515598","","",""
"MZ515603","","",""
"MZ515605","","",""
"MZ515599","","",""
"MZ515607","","",""
"MZ515612","","",""
"MZ515611","","",""
"MZ515613","","",""
"MZ515608","","",""
"MZ515627","","",""
"MZ515622","","",""
"MZ515625","","",""
"MZ515635","","",""
"MZ515638","","",""
"MZ515637","","",""
"MZ515636","","",""
"MZ515639","","",""
"MZ515648","","",""
"MZ515664","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"MZ515653","","",""
"MZ515656","","",""
"MZ515658","","",""
"MZ515660","","",""
"MZ515670","","",""
"MZ515663","","",""
"MZ515665","","",""
"MZ515667","","",""
"MZ515669","","",""
"MZ515671","","",""
"MZ515672","","",""
"MZ515674","","",""
"MZ515677","","",""
"MZ515683","","",""
"MZ515678","","",""
"MZ515684","","",""
"MZ515691","","",""
"MZ515698","","",""
"MZ515694","","",""
"MZ515713","","",""
"MZ515699","","",""
"MZ515704","","",""
"MZ515707","","",""
"MZ515710","","",""
"MZ515712","","",""
"MZ515727","","",""
"MZ515716","","",""
"MZ515724","","",""
"MZ515715","","",""
"MZ515719","","",""
"MZ515726","","",""
"MZ515728","","",""
"MZ515729","","",""
"MZ515730","","",""
"MZ515732","","",""
"MZ515738","","",""
"MZ515743","","",""
"MZ515746","","",""
"MZ515748","","",""
"MZ515751","","",""
"MZ515753","","",""
"MZ515756","","",""
"MZ515757","","",""
"MZ515759","","",""
"MZ515761","","",""
"MZ515762","","",""
"MZ515764","","",""
"MZ515767","","",""
"MZ515769","","",""
"MZ515770","","",""
"MZ151849","","",""
"MZ151850","","",""
"MZ515771","","",""
"MZ515775","","",""
"MZ515776","","",""
"MZ151856","","",""
"MZ515778","","",""
"MZ151851","","",""
"OK649691","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"OK649685","","",""
"OK649686","","",""
"OK649688","","",""
"OK649687","","",""
"OK649689","","",""
"OK649690","","",""
"OK649692","","",""
"OK649693","","",""
"OK649696","","",""
"OK649695","","",""
"OK649694","","",""
"OK649698","","",""
"OK649697","","",""
"OK649699","","",""
"OK649700","","",""
"OK649701","","",""
"OK649702","","",""
"OK649704","","",""
"OK649703","","",""
"OK649705","","",""
"OK649706","","",""
"OK649707","","",""
"OK649708","","",""
"OK649709","","",""
"OK649710","","",""
"OK649712","","",""
"OK649711","","",""
"OK649713","","",""
"OK649715","","",""
"OK649714","","",""
"OK649716","","",""
"OK649717","","",""
"OK649719","","",""
"OK649718","","",""
"OK649720","","",""
"OK649722","","",""
"OK649723","","",""
"OK649721","","",""
"OK649724","","",""
"OK649725","","",""
"OK649726","","",""
"OK649729","","",""
"OK649731","","",""
"OK649728","","",""
"OK649727","","",""
"OK649732","","",""
"OK649730","","",""
"OK649734","","",""
"OK649733","","",""
"OK649735","","",""
"OK649736","","",""
"OK649737","","",""
"OK649739","","",""
"OK649738","","",""
"OK649740","","",""
"OK649741","","",""
"OK649742","","",""
"OK649743","","",""
"OK649744","","",""
"OK649745","","",""
"OK649746","","",""
"OK649748","","",""
"OK649747","","",""
"OK649749","","",""
"OK649750","","",""
"OK649752","","",""
"OK649753","","",""
"OK649751","","",""
"OK649754","","",""
"OK649755","","",""
