Accession	Virus	Author	Publication_Title	Journal	Database
MW675898	Hepatitis B-D3	Littlejohn,M., Jaskowski,L.-A., Edwards,R., Jackson,K., Yuen,L., Crawford,D., Cooksley,G. and Locarnini,S.A.	Molecular epidemiology of Hepatitis B among Indigenous Australians in Queensland and the Torres Strait Islands	Unpublished	Genbank
MZ097656	Hepatitis B-D3	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MZ097667	Hepatitis B-D3	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MZ097694	Hepatitis B-D3	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MZ097789	Hepatitis B-D3	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MZ097806	Hepatitis B-D3	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MZ097879	Hepatitis B-D3	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MZ097882	Hepatitis B-D3	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MW601227	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601233	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601234	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601235	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601241	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601242	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601257	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601260	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601264	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601267	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601272	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601275	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601284	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601286	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601287	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601290	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601295	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601296	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601305	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601308	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601310	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601311	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601317	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601324	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601327	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW601334	Hepatitis B-D3	Salimi Alizei,E., Kiraithe,M.M. and Neumann-Haefelin,C.	Viral genome sequences of 114 chronic hepatitis B infected patients	Unpublished	Genbank
MW082640	Hepatitis B-D3	Marlet,J., Lier,C., Roch,E., Moreau,A., Combe,B., Lefeuvre,S., Maugey,M., Elkrief,L., d'Alteroche,L., Potier,P., Brand,D. and Gaudy-Graffin,C.	Mechanisms of entecavir treatment failure in compliant patients harboring no Pol/RT resistance mutations	Unpublished	Genbank
MW082641	Hepatitis B-D3	Marlet,J., Lier,C., Roch,E., Moreau,A., Combe,B., Lefeuvre,S., Maugey,M., Elkrief,L., d'Alteroche,L., Potier,P., Brand,D. and Gaudy-Graffin,C.	Mechanisms of entecavir treatment failure in compliant patients harboring no Pol/RT resistance mutations	Unpublished	Genbank
MG877709	Hepatitis B-D3	Gauder,C., Flichman,D.M. and Mojsiejczuk,L.N.	Direct Submission	Unpublished	Genbank
MG877711	Hepatitis B-D3	Gauder,C., Flichman,D.M. and Mojsiejczuk,L.N.	Direct Submission	Unpublished	Genbank
MG877718	Hepatitis B-D3	Gauder,C., Flichman,D.M. and Mojsiejczuk,L.N.	Direct Submission	Unpublished	Genbank
MG877719	Hepatitis B-D3	Gauder,C., Flichman,D.M. and Mojsiejczuk,L.N.	Direct Submission	Unpublished	Genbank
MG877720	Hepatitis B-D3	Gauder,C., Flichman,D.M. and Mojsiejczuk,L.N.	Direct Submission	Unpublished	Genbank
MG877726	Hepatitis B-D3	Gauder,C., Flichman,D.M. and Mojsiejczuk,L.N.	Direct Submission	Unpublished	Genbank
MG877727	Hepatitis B-D3	Gauder,C., Flichman,D.M. and Mojsiejczuk,L.N.	Direct Submission	Unpublished	Genbank
MG877728	Hepatitis B-D3	Gauder,C., Flichman,D.M. and Mojsiejczuk,L.N.	Direct Submission	Unpublished	Genbank
MT210033	Hepatitis B-D3	Mokaya,J., Maponga,T.G., McNaughton,A.L., Van Schalkwyk,M., Hugo,S., Singer,J.B., Sreenu,V.B., Bonsall,D., de Cesare,M., Andersson,M., Gabriel,S., Taljaard,J., Barnes,E., Preiser,W., Van Rensburg,C. and Matthews,P.C.	Evidence of tenofovir resistance in chronic hepatitis B virus (HBV) infection: An observational case series of South African adults	J. Clin. Virol. 129, 104548 (2020)	Genbank
MN310708	Hepatitis B-D3	Wolf,J., Pereira,V., De Carli,S., Medeiros,T., Wortmann,A., Stumm,G., Galvan,J., Soldera,J., Simon,D. and Lunge,V.	Direct Submission	Submitted (10-AUG-2019) Laboratorio de Diagnostico Molecular, Universidade Luterana do Brasil, Avenida Farroupilha, 8001, Canoas, Rio Grande do Sul 92330-500, Brasil	Genbank
MN310709	Hepatitis B-D3	Wolf,J., Pereira,V., De Carli,S., Medeiros,T., Wortmann,A., Stumm,G., Galvan,J., Soldera,J., Simon,D. and Lunge,V.	Direct Submission	Submitted (10-AUG-2019) Laboratorio de Diagnostico Molecular, Universidade Luterana do Brasil, Avenida Farroupilha, 8001, Canoas, Rio Grande do Sul 92330-500, Brasil	Genbank
MN310710	Hepatitis B-D3	Wolf,J., Pereira,V., De Carli,S., Medeiros,T., Wortmann,A., Stumm,G., Galvan,J., Soldera,J., Simon,D. and Lunge,V.	Direct Submission	Submitted (10-AUG-2019) Laboratorio de Diagnostico Molecular, Universidade Luterana do Brasil, Avenida Farroupilha, 8001, Canoas, Rio Grande do Sul 92330-500, Brasil	Genbank
MN310711	Hepatitis B-D3	Wolf,J., Pereira,V., De Carli,S., Medeiros,T., Wortmann,A., Stumm,G., Galvan,J., Soldera,J., Simon,D. and Lunge,V.	Direct Submission	Submitted (10-AUG-2019) Laboratorio de Diagnostico Molecular, Universidade Luterana do Brasil, Avenida Farroupilha, 8001, Canoas, Rio Grande do Sul 92330-500, Brasil	Genbank
MN310712	Hepatitis B-D3	Wolf,J., Pereira,V., De Carli,S., Medeiros,T., Wortmann,A., Stumm,G., Galvan,J., Soldera,J., Simon,D. and Lunge,V.	Direct Submission	Submitted (10-AUG-2019) Laboratorio de Diagnostico Molecular, Universidade Luterana do Brasil, Avenida Farroupilha, 8001, Canoas, Rio Grande do Sul 92330-500, Brasil	Genbank
MN310713	Hepatitis B-D3	Wolf,J., Pereira,V., De Carli,S., Medeiros,T., Wortmann,A., Stumm,G., Galvan,J., Soldera,J., Simon,D. and Lunge,V.	Direct Submission	Submitted (10-AUG-2019) Laboratorio de Diagnostico Molecular, Universidade Luterana do Brasil, Avenida Farroupilha, 8001, Canoas, Rio Grande do Sul 92330-500, Brasil	Genbank
MN310714	Hepatitis B-D3	Wolf,J., Pereira,V., De Carli,S., Medeiros,T., Wortmann,A., Stumm,G., Galvan,J., Soldera,J., Simon,D. and Lunge,V.	Direct Submission	Submitted (10-AUG-2019) Laboratorio de Diagnostico Molecular, Universidade Luterana do Brasil, Avenida Farroupilha, 8001, Canoas, Rio Grande do Sul 92330-500, Brasil	Genbank
MN310715	Hepatitis B-D3	Wolf,J., Pereira,V., De Carli,S., Medeiros,T., Wortmann,A., Stumm,G., Galvan,J., Soldera,J., Simon,D. and Lunge,V.	Direct Submission	Submitted (10-AUG-2019) Laboratorio de Diagnostico Molecular, Universidade Luterana do Brasil, Avenida Farroupilha, 8001, Canoas, Rio Grande do Sul 92330-500, Brasil	Genbank
LC519787	Hepatitis B-D3	Raihan,R., Akbar,S.M.F., Al Mahtab,M., Takahashi,K., Masumoto,J., Tabassum,S., Tee,K.K. and Binti Mohamed,R.	Genomic analysis of Hepatitis B virus and its association with disease manifestations in Bangladesh	PLoS One 14 (6), e0218744 (2019)	Genbank
LC519824	Hepatitis B-D3	Raihan,R., Akbar,S.M.F., Al Mahtab,M., Takahashi,K., Masumoto,J., Tabassum,S., Tee,K.K. and Binti Mohamed,R.	Genomic analysis of Hepatitis B virus and its association with disease manifestations in Bangladesh	PLoS One 14 (6), e0218744 (2019)	Genbank
MK541688	Hepatitis B-D3	Shivlata,L., Pacholi,S., Chouksey,V.K. and Barde,P.V.	Molecular characterization of hepatitis B virus circulating in central India	Unpublished	Genbank
MK507912	Hepatitis B-D3	Shivlata,L., Pacholi,S., Chouksey,V.K. and Barde,P.V.	Molecular characterization of hepatitis B virus circulating in central India	Unpublished	Genbank
MH724214	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724215	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724218	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724219	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724220	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724221	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724222	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724224	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724225	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724226	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724227	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724228	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724229	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724230	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724232	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724233	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724234	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724235	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724237	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724239	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724240	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724242	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724243	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724245	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724248	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724249	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
MH724250	Hepatitis B-D3	Spitz,N., Mello,F.C.A., Moreira,A.S., Gusatti,C.S., Martins,R.M.B., Gomes,S.A., Bello,G. and Araujo,N.M.	Reconstruction of the spatial and temporal dynamics of hepatitis B virus genotype D in the Americas	PLoS ONE 14 (7), e0220342 (2019)	Genbank
KT749845	Hepatitis B-D3	Pourkarim,M.R., Mina,T. and Van Ranst,M.	Genome characterization of Hepatitis B virus strains isolated from fulminant cases in Belgium	Unpublished	Genbank
MF618339	Hepatitis B-D3	Mondal,R.K., Khatun,M., Baidya,A., Sarkar,S., Pandit,P., Santra,A., Saha,B., Ghosh,S., Chowdhury,A., Banerjee,S. and Datta,S.	Molecular characteristics of HBV genome in occult HBV infected HIV patients	Unpublished	Genbank
MF618340	Hepatitis B-D3	Mondal,R.K., Khatun,M., Baidya,A., Sarkar,S., Pandit,P., Santra,A., Saha,B., Ghosh,S., Chowdhury,A., Banerjee,S. and Datta,S.	Molecular characteristics of HBV genome in occult HBV infected HIV patients	Unpublished	Genbank
MF618341	Hepatitis B-D3	Mondal,R.K., Khatun,M., Baidya,A., Sarkar,S., Pandit,P., Santra,A., Saha,B., Ghosh,S., Chowdhury,A., Banerjee,S. and Datta,S.	Molecular characteristics of HBV genome in occult HBV infected HIV patients	Unpublished	Genbank
