virus,subtype,virus_and_subtype,gene,adaptive_subs_per_codon_per_year,lower_95ci,upper_95ci,ci,len_in_codons,adaptive_muts_per_year,lower_95ci_mutspergene,upper_95ci_mutspergene,legible_name,virus_family,color,rna_dna,genome_type,enveloped,transmission,cellular_receptor,fusion_protein_class,index,legible_gene_name
h1n1pdm,,h1n1pdm,polymerase,0.2579977225161696,0.00011188686378259515,0.5514758267754997,"[0.00011188686378259515, 0.5514758267754997]",758,0.19556227366725656,8.481024274720712e-05,0.4180186766958287,Influenza A/H1N1pdm,Orthomyxovirus,#CC415A,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,63,PB1 (Polymerase)
h1n1pdm,,h1n1pdm,receptor_binding,3.219679667857635,1.4684420732961403,6.400207020752558,"[1.4684420732961403, 6.400207020752558]",327,1.0528352513894468,0.4801805579678379,2.0928676957860866,Influenza A/H1N1pdm,Orthomyxovirus,#CC415A,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,65,HA1 (Receptor Binding)
vic,,vic,polymerase,0.15156925192387774,0.0023655998857976504,0.31541866857078404,"[0.0023655998857976504, 0.31541866857078404]",753,0.11413164669867995,0.0017812967140056308,0.2375102574338004,Influenza B/Vic,Orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,6,PB1 (Polymerase)
vic,,vic,receptor_binding,1.1534834193373809,0.5371777048905576,1.7054541798505731,"[0.5371777048905576, 1.7054541798505731]",346,0.3991052630907338,0.18586348589213292,0.5900871462282983,Influenza B/Vic,Orthomyxovirus,#E06E85,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,8,HA1 (Receptor Binding)
yam,,yam,polymerase,0.10491098460295935,-0.00705053002780142,0.2730279027767181,"[-0.00705053002780142, 0.2730279027767181]",753,0.07899797140602838,-0.00530904911093447,0.20559001079086875,Influenza B/Yam,Orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,42,PB1 (Polymerase)
yam,,yam,receptor_binding,1.5005224136436983,0.5579713024604996,2.221057553942913,"[0.5579713024604996, 2.221057553942913]",346,0.5191807551207196,0.19305807065133287,0.7684859136642479,Influenza B/Yam,Orthomyxovirus,#ED9AB0,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,44,HA1 (Receptor Binding)
influenzaC,Mississippi,influenzaC_Mississippi,polymerase,0.008451390505888758,0.0,0.025354171517666266,"[0.0, 0.025354171517666266]",755,0.0063807998319460124,0.0,0.01914239949583803,Influenza C/Mississippi,Orthomyxovirus,#c40062,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,36,PB1 (Polymerase)
influenzaC,Yamagata,influenzaC_Yamagata,polymerase,0.1035257988101069,0.001587710729170107,0.23788600138637206,"[0.001587710729170107, 0.23788600138637206]",755,0.07816197810163071,0.001198721600523431,0.1796039310467109,Influenza C/Yamagata,Orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,36,PB1 (Polymerase)
influenzaC,Mississippi,influenzaC_Mississippi,receptor_binding,0.0,0.0,0.0,"[0.0, 0.0]",432,0.0,0.0,0.0,Influenza C/Mississippi,Orthomyxovirus,#c40062,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,38,HEF1 (Receptor Binding)
influenzaC,Yamagata,influenzaC_Yamagata,receptor_binding,0.4212584098117445,0.21933647878673398,0.6671577228933111,"[0.21933647878673398, 0.6671577228933111]",432,0.18198363303867363,0.09475335883586908,0.2882121362899104,Influenza C/Yamagata,Orthomyxovirus,#eb0076,RNA,"Negative-sense RNA, segmented",True,Respiratory,Sialic acid,Class I,38,HEF1 (Receptor Binding)
oc43,A,oc43_A,polymerase,0.04348360015346514,0.0,0.14869271461344202,"[0.0, 0.14869271461344202]",928,0.04035278094241565,0.0,0.1379868391612742,OC43-A,Coronavirus,#208288,RNA,Positive-sense RNA,True,Respiratory,Sialic acid,Class I,51,RdRp (Polymerase)
oc43,B,oc43_B,polymerase,0.09136815087601831,0.0,0.22667671018859503,"[0.0, 0.22667671018859503]",928,0.08478964401294499,0.0,0.21035598705501618,OC43-B,Coronavirus,#3FA8A6,RNA,Positive-sense RNA,True,Respiratory,Sialic acid,Class I,51,RdRp (Polymerase)
oc43,A,oc43_A,receptor_binding,1.6119526392438501,0.9977507297631633,2.4672831789426946,"[0.9977507297631633, 2.4672831789426946]",753,1.2138003373506192,0.751306299511662,1.857864233743849,OC43-A,Coronavirus,#208288,RNA,Positive-sense RNA,True,Respiratory,Sialic acid,Class I,53,S1 (Receptor Binding)
oc43,B,oc43_B,receptor_binding,2.1046864042881235,1.4034062877818732,2.759791435862166,"[1.4034062877818732, 2.759791435862166]",753,1.5848288624289568,1.0567649346997505,2.078122951204211,OC43-B,Coronavirus,#3FA8A6,RNA,Positive-sense RNA,True,Respiratory,Sialic acid,Class I,53,S1 (Receptor Binding)
229e,,229e,polymerase,-0.05057888474372693,-0.1353369250509752,0.04085325435634124,"[-0.1353369250509752, 0.04085325435634124]",927,-0.04688662615743487,-0.125457329522254,0.03787096678832833,229E,Coronavirus,#76C7BE,RNA,Positive-sense RNA,True,Respiratory,Aminopeptidase N,Class I,0,RdRp (Polymerase)
229e,,229e,receptor_binding,1.2973987165891783,0.8213406468016065,1.8465906430071533,"[0.8213406468016065, 1.8465906430071533]",545,0.7070823005411022,0.4476306525068755,1.0063919004388986,229E,Coronavirus,#76C7BE,RNA,Positive-sense RNA,True,Respiratory,Aminopeptidase N,Class I,2,S1 (Receptor Binding)
nl63,,nl63,polymerase,0.0,0.0,0.0,"[0.0, 0.0]",927,0.0,0.0,0.0,NL63,Coronavirus,#BBE4D1,RNA,Positive-sense RNA,True,Respiratory,ACE2,Class I,15,RdRp (Polymerase)
nl63,,nl63,receptor_binding,0.23659963757873317,0.07069141606441501,0.4288421780713537,"[0.07069141606441501, 0.4288421780713537]",734,0.17366413398279015,0.051887499391280616,0.31477015870437364,NL63,Coronavirus,#BBE4D1,RNA,Positive-sense RNA,True,Respiratory,ACE2,Class I,17,S1 (Receptor Binding)
rsv,A,rsv_A,polymerase,0.17915260817039166,0.07347149099627973,0.27867271603345534,"[0.07347149099627973, 0.27867271603345534]",2166,0.38804454929706833,0.15913924949794186,0.6036051029284643,RSV-A,"Paramyxovirus, pneumovirus",#0B194C,RNA,Negative-sense RNA,True,Respiratory,"Heparan Sulfate, others",Class I,30,L (Polymerase)
rsv,B,rsv_B,polymerase,0.227456322682962,0.09992310817178313,0.32514318803621606,"[0.09992310817178313, 0.32514318803621606]",2167,0.49289785125397867,0.21653337540825404,0.7045852884744802,RSV-B,"Paramyxovirus, pneumovirus",#6C7593,RNA,Negative-sense RNA,True,Respiratory,"Heparan Sulfate, others",Class I,30,L (Polymerase)
rsv,A,rsv_A,receptor_binding,1.9300665866808226,1.1735832138549698,2.878035332770765,"[1.1735832138549698, 2.878035332770765]",298,0.5751598428308852,0.349727797728781,0.8576545291656879,RSV-A,"Paramyxovirus, pneumovirus",#0B194C,RNA,Negative-sense RNA,True,Respiratory,"Heparan Sulfate, others",Class I,32,G (Receptor Binding)
rsv,B,rsv_B,receptor_binding,2.1439093828606683,1.2801227304766734,3.3767220257559565,"[1.2801227304766734, 3.3767220257559565]",300,0.6431728148582004,0.384036819143002,1.0130166077267868,RSV-B,"Paramyxovirus, pneumovirus",#6C7593,RNA,Negative-sense RNA,True,Respiratory,"Heparan Sulfate, others",Class I,32,G (Receptor Binding)
dengue,denv1_I,dengue_denv1_I,polymerase,0.2548158661827924,0.03597246611390916,0.5927314906874545,"[0.03597246611390916, 0.5927314906874545]",899,0.22907946369833035,0.03233924703640434,0.5328656101280216,Dengue 1-I,Flavivirus,#0db0d6,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,39,NS5 (Polymerase)
dengue,denv1_III,dengue_denv1_III,polymerase,0.055709938238051177,0.0,0.16509028147826446,"[0.0, 0.16509028147826446]",899,0.05008323447600801,0.0,0.14841616304895977,Dengue 1-III,Flavivirus,#0db0d6,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,39,NS5 (Polymerase)
dengue,denv1_IV,dengue_denv1_IV,polymerase,0.1536898027582185,0.009338895103329251,0.3542488014812919,"[0.009338895103329251, 0.3542488014812919]",899,0.13816713267963843,0.008395666697892996,0.3184696725316814,Dengue 1-IV,Flavivirus,#0db0d6,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,39,NS5 (Polymerase)
dengue,denv1_V,dengue_denv1_V,polymerase,0.12071764238914616,0.0,0.2506198310284858,"[0.0, 0.2506198310284858]",899,0.1085251605078424,0.0,0.2253072280946087,Dengue 1-V,Flavivirus,#0db0d6,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,39,NS5 (Polymerase)
dengue,denv2_AA,dengue_denv2_AA,polymerase,0.2300077187985516,0.08207933172862468,0.41167350287773247,"[0.08207933172862468, 0.41167350287773247]",900,0.20700694691869645,0.07387139855576222,0.3705061525899592,Dengue 2-AA,Flavivirus,#2cccf2,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,39,NS5 (Polymerase)
dengue,denv2_AI,dengue_denv2_AI,polymerase,0.1557132167090561,0.010760107015614785,0.35354552389722077,"[0.010760107015614785, 0.35354552389722077]",900,0.1401418950381505,0.009684096314053306,0.3181909715074987,Dengue 2-AI,Flavivirus,#2cccf2,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,39,NS5 (Polymerase)
dengue,denv2_C,dengue_denv2_C,polymerase,-0.06179162849552312,-0.1282134695879142,-0.012674176945091181,"[-0.1282134695879142, -0.012674176945091181]",900,-0.055612465645970804,-0.11539212262912277,-0.011406759250582063,Dengue 2-C,Flavivirus,#2cccf2,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,39,NS5 (Polymerase)
dengue,denv3_II,dengue_denv3_II,polymerase,0.1270526611523327,0.04566784502943106,0.20466990964479406,"[0.04566784502943106, 0.20466990964479406]",900,0.11434739503709944,0.04110106052648796,0.18420291868031466,Dengue 3-II,Flavivirus,#76def7,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,39,NS5 (Polymerase)
dengue,denv3_III,dengue_denv3_III,polymerase,0.11791263655219478,0.02041335780397588,0.24894614891293806,"[0.02041335780397588, 0.24894614891293806]",900,0.1061213728969753,0.018372022023578294,0.22405153402164424,Dengue 3-III,Flavivirus,#76def7,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,39,NS5 (Polymerase)
dengue,denv4_I,dengue_denv4_I,polymerase,0.21049875512332888,0.08899631518068213,0.3305517123186876,"[0.08899631518068213, 0.3305517123186876]",900,0.189448879610996,0.08009668366261391,0.29749654108681883,Dengue 4-I,Flavivirus,#adebfa,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,39,NS5 (Polymerase)
dengue,denv4_II,dengue_denv4_II,polymerase,0.07234891591604156,0.028621562587845113,0.1252053439161044,"[0.028621562587845113, 0.1252053439161044]",900,0.06511402432443741,0.025759406329060604,0.11268480952449397,Dengue 4-II,Flavivirus,#adebfa,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,39,NS5 (Polymerase)
dengue,denv1_I,dengue_denv1_I,receptor_binding,0.27722470142166594,0.04800798288903498,0.6077131469207415,"[0.04800798288903498, 0.6077131469207415]",495,0.13722622720372465,0.023763951530072314,0.30081800772576706,Dengue 1-I,Flavivirus,#0db0d6,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,41,E (Receptor Binding)
dengue,denv1_III,dengue_denv1_III,receptor_binding,0.08405281384764979,0.0,0.2912781302534159,"[0.0, 0.2912781302534159]",495,0.04160614285458664,0.0,0.14418267447544086,Dengue 1-III,Flavivirus,#0db0d6,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,41,E (Receptor Binding)
dengue,denv1_IV,dengue_denv1_IV,receptor_binding,0.32756701616821127,0.12604940309675014,0.6447779427586959,"[0.12604940309675014, 0.6447779427586959]",495,0.1621456730032646,0.062394454532891316,0.3191650816655545,Dengue 1-IV,Flavivirus,#0db0d6,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,41,E (Receptor Binding)
dengue,denv1_V,dengue_denv1_V,receptor_binding,-0.00951110204732425,-0.03049448489670842,0.0,"[-0.03049448489670842, 0.0]",495,-0.004707995513425504,-0.01509477002387067,0.0,Dengue 1-V,Flavivirus,#0db0d6,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,41,E (Receptor Binding)
dengue,denv2_AA,dengue_denv2_AA,receptor_binding,0.3356339849242723,0.03424448788708317,0.8756110481375577,"[0.03424448788708317, 0.8756110481375577]",495,0.1661388225375148,0.01695102150410617,0.4334274688280911,Dengue 2-AA,Flavivirus,#2cccf2,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,41,E (Receptor Binding)
dengue,denv2_AI,dengue_denv2_AI,receptor_binding,0.23138006182441306,0.023191229253062343,0.466973072382025,"[0.023191229253062343, 0.466973072382025]",495,0.11453313060308447,0.01147965848026586,0.23115167082910237,Dengue 2-AI,Flavivirus,#2cccf2,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,41,E (Receptor Binding)
dengue,denv2_C,dengue_denv2_C,receptor_binding,-0.0643750628828253,-0.17359954170572234,0.08157895844646901,"[-0.17359954170572234, 0.08157895844646901]",495,-0.03186565612699852,-0.08593177314433255,0.04038158443100216,Dengue 2-C,Flavivirus,#2cccf2,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,41,E (Receptor Binding)
dengue,denv3_II,dengue_denv3_II,receptor_binding,0.1910357962579551,0.08272096098426143,0.38868534937228316,"[0.08272096098426143, 0.38868534937228316]",493,0.09418064755517187,0.04078143376524088,0.19162187724053562,Dengue 3-II,Flavivirus,#76def7,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,41,E (Receptor Binding)
dengue,denv3_III,dengue_denv3_III,receptor_binding,0.03176174704377039,-0.0001068335658367902,0.1281931768446245,"[-0.0001068335658367902, 0.1281931768446245]",493,0.015658541292578803,-5.2668947957537565e-05,0.06319923618439988,Dengue 3-III,Flavivirus,#76def7,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,41,E (Receptor Binding)
dengue,denv4_I,dengue_denv4_I,receptor_binding,0.4061259877770878,0.1871819341848133,0.6295197691163875,"[0.1871819341848133, 0.6295197691163875]",495,0.20103236394965848,0.09265505742148258,0.31161228571261185,Dengue 4-I,Flavivirus,#adebfa,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,41,E (Receptor Binding)
dengue,denv4_II,dengue_denv4_II,receptor_binding,0.1246085081342652,0.01614604814647036,0.31034635198919375,"[0.01614604814647036, 0.31034635198919375]",495,0.06168121152646128,0.007992293832502828,0.1536214442346509,Dengue 4-II,Flavivirus,#adebfa,RNA,Positive-sense RNA,True,Mosquito-borne,"Mannose-binding Receptor, DC-SIGN",Class II,41,E (Receptor Binding)
rotavirusAg1p8,,rotavirusAg1p8,polymerase,0.11772800390423677,0.0006008732735441946,0.3155784052557804,"[0.0006008732735441946, 0.3155784052557804]",1089,0.12820579625171385,0.0006543509948896279,0.3436648833235449,Rotavirus A/P[8],Reovirus,#1a3da6,RNA,"Double-stranded RNA, segmented",False,Fecal-Oral,"Sialic acid, others",N/A,9,VP1 (Polymerase)
rotavirusAg1p8,,rotavirusAg1p8,receptor_binding,0.057332142098664,0.0,0.202510927636162,"[0.0, 0.202510927636162]",777,0.04454707441066193,0.0,0.15735099077329787,Rotavirus A/P[8],Reovirus,#1a3da6,RNA,"Double-stranded RNA, segmented",False,Fecal-Oral,"Sialic acid, others",N/A,11,VP4 (Receptor Binding)
rotavirusAg1p4,,rotavirusAg1p4,polymerase,0.11772800390423677,0.0006008732735441946,0.3155784052557804,"[0.0006008732735441946, 0.3155784052557804]",1089,0.12820579625171385,0.0006543509948896279,0.3436648833235449,Rotavirus A/P[4],Reovirus,#1f49c8,RNA,"Double-stranded RNA, segmented",False,Fecal-Oral,"Sialic acid, others",N/A,66,VP1 (Polymerase)
rotavirusAg1p4,,rotavirusAg1p4,receptor_binding,0.0,0.0,0.0,"[0.0, 0.0]",777,0.0,0.0,0.0,Rotavirus A/P[4],Reovirus,#1f49c8,RNA,"Double-stranded RNA, segmented",False,Fecal-Oral,"Sialic acid, others",N/A,68,VP4 (Receptor Binding)
enterovirusd68,,enterovirusd68,polymerase,0.3421578702666206,0.031200307260281307,0.735949789390216,"[0.031200307260281307, 0.735949789390216]",457,0.1563661467118456,0.014258540417948558,0.3363290537513287,Enterovirus D68,Picornavirus,#9779bd,RNA,Positive-sense RNA,False,Respiratory,Sialic acid,N/A,57,3D (Polymerase)
enterovirusd68,,enterovirusd68,receptor_binding,1.517049084058603,0.7582093757458963,2.327216254157004,"[0.7582093757458963, 2.327216254157004]",309,0.46876816697410834,0.23428669710548194,0.7191098225345142,Enterovirus D68,Picornavirus,#9779bd,RNA,Positive-sense RNA,False,Respiratory,Sialic acid,N/A,59,VP1 (Receptor Binding)
hepatitisA_IA,,hepatitisA_IA,polymerase,0.12829172758043003,0.039963304048335625,0.22720696453469635,"[0.039963304048335625, 0.22720696453469635]",489,0.06273465478683028,0.01954205567963612,0.11110420565746652,Hepatitis A-IA,Picornavirus,#b76ca9,RNA,Positive-sense RNA,Quasi-enveloped,"Fecal-oral, blood",HAVCR1,N/A,48,3D (Polymerase)
hepatitisA_IA,,hepatitisA_IA,receptor_binding,0.0,0.0,0.0,"[0.0, 0.0]",300,0.0,0.0,0.0,Hepatitis A-IA,Picornavirus,#b76ca9,RNA,Positive-sense RNA,Quasi-enveloped,"Fecal-oral, blood",HAVCR1,N/A,50,VP1 (Receptor Binding)
hepatitisA_IB,,hepatitisA_IB,polymerase,0.0,0.0,0.0,"[0.0, 0.0]",489,0.0,0.0,0.0,Hepatitis A-IB,Picornavirus,#ca93c0,RNA,Positive-sense RNA,Quasi-enveloped,"Fecal-oral, blood",HAVCR1,N/A,45,3D (Polymerase)
hepatitisA_IB,,hepatitisA_IB,receptor_binding,0.0,0.0,0.0,"[0.0, 0.0]",300,0.0,0.0,0.0,Hepatitis A-IB,Picornavirus,#ca93c0,RNA,Positive-sense RNA,Quasi-enveloped,"Fecal-oral, blood",HAVCR1,N/A,47,VP1 (Receptor Binding)
norovirus,,norovirus,polymerase,0.29096306116672627,0.040442609732098164,0.5874570070327857,"[0.040442609732098164, 0.5874570070327857]",510,0.1483911611950304,0.020625730963370063,0.2996030735867207,Norovirus GII.4,Caliciviridae,#5700bc,RNA,Positive-sense RNA,False,Fecal-oral,CD300lf (in mice),N/A,33,RdRp (Polymerase)
norovirus,,norovirus,receptor_binding,1.81000833263981,1.1967182413852349,2.309784031755586,"[1.1967182413852349, 2.309784031755586]",541,0.9792145079581372,0.647424568589412,1.2495931611797721,Norovirus GII.4,Caliciviridae,#5700bc,RNA,Positive-sense RNA,False,Fecal-oral,CD300lf (in mice),N/A,35,VP1 (Receptor Binding)
parvovirusB19,,parvovirusB19,receptor_binding,0.0556687749401867,0.0,0.14054869496976866,"[0.0, 0.14054869496976866]",782,0.043532982003225994,0.0,0.10990907946635908,Parvovirus B19-1A,Parvovirus,#BC0000,DNA,Single-stranded DNA,False,Respiratory,Erythrocyte P antigen (aka glycosphingolipid globoside),N/A,56,VP1 (Receptor Binding)
adenovirusB7,,adenovirusB7,polymerase,0.0,0.0,0.0,"[0.0, 0.0]",1194,0.0,0.0,0.0,Adenovirus B-7,Adenovirus,#ff6633,DNA,Double-stranded DNA,False,Respiratory,,N/A,24,Pol (Polymerase)
adenovirusB7,,adenovirusB7,receptor_binding,0.11953932485546871,0.0,0.35861797456640604,"[0.0, 0.35861797456640604]",326,0.0389698199028828,0.0,0.11690945970864837,Adenovirus B-7,Adenovirus,#ff6633,DNA,Double-stranded DNA,False,Respiratory,,N/A,26,Fiber (Receptor Binding)
adenovirusB3,,adenovirusB3,polymerase,0.07906818407338698,0.01923554323482249,0.14636891521857687,"[0.01923554323482249, 0.14636891521857687]",1194,0.09440741178362405,0.022967238622378053,0.17476448477098078,Adenovirus B-3,Adenovirus,#ff926e,DNA,Double-stranded DNA,False,Respiratory,,N/A,27,Pol (Polymerase)
adenovirusB3,,adenovirusB3,receptor_binding,0.0,0.0,0.0,"[0.0, 0.0]",326,0.0,0.0,0.0,Adenovirus B-3,Adenovirus,#ff926e,DNA,Double-stranded DNA,False,Respiratory,,N/A,29,Fiber (Receptor Binding)
hepatitisB,A2,hepatitisB_A2,polymerase,0.0020527412688526943,-0.031156250297574087,0.019259020660718888,"[-0.031156250297574087, 0.019259020660718888]",846,0.0017366191134493795,-0.02635818775174768,0.016293131478968177,Hepatitis B-A2,Hepadnavirus,#ffd8bc,DNA,"Partially-dsDNA, circular",True,Bodily fluids and blood-borne,Sodium Taurocholate Co-transporting Polypeptide (NTCP),Other,60,Polymerase (Polymerase)
hepatitisB,D3,hepatitisB_D3,polymerase,0.07140247031741166,-0.06607572137600344,0.17792699799705636,"[-0.06607572137600344, 0.17792699799705636]",833,0.059478257774403916,-0.055041075906210865,0.14821318933154795,Hepatitis B-D3,Hepadnavirus,#ffe9bc,DNA,"Partially-dsDNA, circular",True,Bodily fluids and blood-borne,Sodium Taurocholate Co-transporting Polypeptide (NTCP),Other,60,Polymerase (Polymerase)
hepatitisB,A2,hepatitisB_A2,receptor_binding,0.0,0.0,0.0,"[0.0, 0.0]",401,0.0,0.0,0.0,Hepatitis B-A2,Hepadnavirus,#ffd8bc,DNA,"Partially-dsDNA, circular",True,Bodily fluids and blood-borne,Sodium Taurocholate Co-transporting Polypeptide (NTCP),Other,62,Large (Receptor Binding)
hepatitisB,D3,hepatitisB_D3,receptor_binding,0.054449863209019955,-0.05181721819670468,0.21882126472677146,"[-0.05181721819670468, 0.21882126472677146]",390,0.021235446651517782,-0.020208715096714826,0.08534029324344086,Hepatitis B-D3,Hepadnavirus,#ffe9bc,DNA,"Partially-dsDNA, circular",True,Bodily fluids and blood-borne,Sodium Taurocholate Co-transporting Polypeptide (NTCP),Other,62,Large (Receptor Binding)
