strain	strain_name	date	segment	country	host
MZ330952.1	Influenza C virus (C/Biliran/TB5-241/2014) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, complete cds	2014-06-20	M	Philippines	Homo sapiens MZ330952.1
MZ330959.1	Influenza C virus (C/Biliran/TB5-312/2017) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, complete cds	2017-06-13	M	Philippines	Homo sapiens MZ330959.1
MZ330966.1	Influenza C virus (C/Biliran/TB5-498/2016) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, complete cds	2016-06-29	M	Philippines	Homo sapiens MZ330966.1
MZ330973.1	Influenza C virus (C/Biliran/TB5-536/2016) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, complete cds	2016-07-18	M	Philippines	Homo sapiens MZ330973.1
MZ330980.1	Influenza C virus (C/Biliran/TB5-625/2016) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, complete cds	2016-08-23	M	Philippines	Homo sapiens MZ330980.1
MZ330987.1	Influenza C virus (C/Biliran/TB5-736/2016) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, complete cds	2016-10-05	M	Philippines	Homo sapiens MZ330987.1
MZ330994.1	Influenza C virus (C/Biliran/TB8-250/2014) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, complete cds	2014-07-10	M	Philippines	Homo sapiens MZ330994.1
MZ331001.1	Influenza C virus (C/Palawan/061/2015) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, complete cds	2015-07-03	M	Philippines	Homo sapiens MZ331001.1
MZ331008.1	Influenza C virus (C/Palawan/068/2014) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, complete cds	2014-03-18	M	Philippines	Homo sapiens MZ331008.1
LC603642.1	Influenza C virus C/Yamagata/11/88 M1, CM2 genes for matrix protein, CM2 protein, complete cds	1988-12-13	M	Japan	Homo sapiens LC603642.1
LC603649.1	Influenza C virus C/Yamagata/29/2004 M1, CM2 genes for matrix protein, CM2 protein, complete cds	2004-05-25	M	Japan	Homo sapiens LC603649.1
MK480579.1	Influenza C virus (C/Thailand/c5395_M_gene/2015) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-01-07	M	Thailand	Homo sapiens MK480579.1
MK480586.1	Influenza C virus (C/Thailand/B12597_M_gene/2015) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-08-31	M	Thailand	Homo sapiens MK480586.1
MK480593.1	Influenza C virus (C/Thailand/B12983_M_gene/2015) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-09-25	M	Thailand	Homo sapiens MK480593.1
MK480600.1	Influenza C virus (C/Thailand/CN38_M_gene/2017) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2017-03-07	M	Thailand	Homo sapiens MK480600.1
MK050101.1	Influenza C virus (C/Seoul/APD462/2015) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, complete cds	2015-04-11	M	South Korea	Homo sapiens MK050101.1
LC327657.1	Influenza C virus (C/Iwate/1/2016) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2016-03-XX	M	Japan	Homo sapiens LC327657.1
LC327664.1	Influenza C virus (C/Iwate/2/2016) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2016-05-XX	M	Japan	Homo sapiens LC327664.1
CY239416.1	Influenza C virus (C/Minnesota/01/2014) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2014-12-27	M	USA	Homo sapiens CY239416.1
CY239419.1	Influenza C virus (C/Minnesota/01/2015) matrix protein 1 (M1) gene, partial cds	2015-01-01	M	USA	Homo sapiens CY239419.1
CY239420.1	Influenza C virus (C/Minnesota/02/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-01-09	M	USA	Homo sapiens CY239420.1
CY239423.1	Influenza C virus (C/Minnesota/03/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-01-14	M	USA	Homo sapiens CY239423.1
CY239425.1	Influenza C virus (C/Minnesota/04/2015) M1 gene, partial sequence; and CM2 protein (CM2) gene, partial cds	2015-02-06	M	USA	Homo sapiens CY239425.1
CY239426.1	Influenza C virus (C/Minnesota/05/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-02-05	M	USA	Homo sapiens CY239426.1
CY239429.1	Influenza C virus (C/Minnesota/06/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-02-15	M	USA	Homo sapiens CY239429.1
CY239431.1	Influenza C virus (C/Minnesota/07/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-02-18	M	USA	Homo sapiens CY239431.1
CY239432.1	Influenza C virus (C/Minnesota/08/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-03-04	M	USA	Homo sapiens CY239432.1
CY239434.1	Influenza C virus (C/Minnesota/09/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-03-10	M	USA	Homo sapiens CY239434.1
CY239437.1	Influenza C virus (C/Minnesota/10/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-03-09	M	USA	Homo sapiens CY239437.1
CY239439.1	Influenza C virus (C/Minnesota/12/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-03-12	M	USA	Homo sapiens CY239439.1
CY239441.1	Influenza C virus (C/Minnesota/13/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-03-21	M	USA	Homo sapiens CY239441.1
CY239443.1	Influenza C virus (C/Minnesota/14/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-03-23	M	USA	Homo sapiens CY239443.1
CY239445.1	Influenza C virus (C/Minnesota/15/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-03-20	M	USA	Homo sapiens CY239445.1
CY239449.1	Influenza C virus (C/Minnesota/18/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-03-27	M	USA	Homo sapiens CY239449.1
CY239451.1	Influenza C virus (C/Minnesota/19/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-03-30	M	USA	Homo sapiens CY239451.1
CY239453.1	Influenza C virus (C/Minnesota/20/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-03-29	M	USA	Homo sapiens CY239453.1
CY239456.1	Influenza C virus (C/Minnesota/22/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-03-31	M	USA	Homo sapiens CY239456.1
CY239458.1	Influenza C virus (C/Minnesota/23/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-04-15	M	USA	Homo sapiens CY239458.1
CY239460.1	Influenza C virus (C/Minnesota/24/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-04-14	M	USA	Homo sapiens CY239460.1
CY239462.1	Influenza C virus (C/Minnesota/25/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-04-14	M	USA	Homo sapiens CY239462.1
CY239464.1	Influenza C virus (C/Minnesota/26/2015) matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2015-04-15	M	USA	Homo sapiens CY239464.1
CY239466.1	Influenza C virus (C/Minnesota/03/2014) matrix protein 1 (M1) gene, partial cds; and CM2 protein (CM2) gene, complete cds	2014-12-15	M	USA	Homo sapiens CY239466.1
CY239468.1	Influenza C virus (C/Minnesota/04/2014) matrix protein 1 (M1) and CM2 protein (CM2) genes, complete cds	2014-12-25	M	USA	Homo sapiens CY239468.1
CY239470.1	Influenza C virus (C/Minnesota/27/2015) matrix protein 1 (M1) gene, partial cds; and CM2 protein (CM2) gene, complete cds	2015-02-04	M	USA	Homo sapiens CY239470.1
CY239472.1	Influenza C virus (C/Minnesota/28/2015) matrix protein 1 (M1) gene, partial cds; and CM2 protein (CM2) gene, complete cds	2015-02-08	M	USA	Homo sapiens CY239472.1
CY239474.1	Influenza C virus (C/Minnesota/29/2015) matrix protein 1 (M1) gene, partial cds; and CM2 protein (CM2) gene, complete cds	2015-02-23	M	USA	Homo sapiens CY239474.1
CY239476.1	Influenza C virus (C/Minnesota/30/2015) matrix protein 1 (M1) gene, partial cds; and CM2 protein (CM2) gene, complete cds	2015-02-23	M	USA	Homo sapiens CY239476.1
CY239478.1	Influenza C virus (C/Minnesota/31/2015) matrix protein 1 (M1) gene, partial cds; and CM2 protein (CM2) gene, complete cds	2015-02-28	M	USA	Homo sapiens CY239478.1
CY239480.1	Influenza C virus (C/Minnesota/32/2015) matrix protein 1 (M1) gene, partial cds; and CM2 protein (CM2) gene, complete cds	2015-03-02	M	USA	Homo sapiens CY239480.1
CY239482.1	Influenza C virus (C/Minnesota/33/2015) matrix protein 1 (M1) gene, partial cds; and CM2 protein (CM2) gene, complete cds	2015-03-11	M	USA	Homo sapiens CY239482.1
CY239485.1	Influenza C virus (C/Minnesota/01/2016) matrix protein 1 (M1) gene, partial cds; and CM2 protein (CM2) gene, complete cds	2016-04-21	M	USA	Homo sapiens CY239485.1
KT232087.1	Influenza C virus (C/India/P119564/2011) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2011-06-10	M	India	Homo sapiens KT232087.1
LC123819.1	Influenza C virus (C/Yamagata/7/81) M1, CM2 genes for matrix protein, CM2 protein, complete cds	1981-03-18	M	Japan	Homo sapiens LC123819.1
LC123820.1	Influenza C virus (C/Yamagata/10/1981) M1, CM2 genes for matrix protein, CM2 protein, complete cds	1981-03-18	M	Japan	Homo sapiens LC123820.1
LC123823.1	Influenza C virus (C/Yamagata/5/2002) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2002-02-07	M	Japan	Homo sapiens LC123823.1
LC123824.1	Influenza C virus (C/Yamagata/7/2002) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2002-02-16	M	Japan	Homo sapiens LC123824.1
LC123825.1	Influenza C virus (C/Miyagi/4/2002) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2002-01-24	M	Japan	Homo sapiens LC123825.1
LC123826.1	Influenza C virus (C/Miyagi/11/2002) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2002-02-22	M	Japan	Homo sapiens LC123826.1
LC123827.1	Influenza C virus (C/Miyagi/20/2002) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2002-03-17	M	Japan	Homo sapiens LC123827.1
LC123828.1	Influenza C virus (C/Miyagi/28/2002) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2002-04-22	M	Japan	Homo sapiens LC123828.1
LC123829.1	Influenza C virus (C/Miyagi/31/2002) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2002-06-18	M	Japan	Homo sapiens LC123829.1
LC123830.1	Influenza C virus (C/Yamagata/3/2004) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2004-04-16	M	Japan	Homo sapiens LC123830.1
LC123831.1	Influenza C virus (C/Yamagata/14/2004) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2004-05-07	M	Japan	Homo sapiens LC123831.1
LC123832.1	Influenza C virus (C/Yamagata/15/2004) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2004-05-11	M	Japan	Homo sapiens LC123832.1
LC123833.1	Influenza C virus (C/Yamagata/18/2004) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2004-05-14	M	Japan	Homo sapiens LC123833.1
LC123834.1	Influenza C virus (C/Yamagata/26/2004) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2004-05-28	M	Japan	Homo sapiens LC123834.1
LC123835.1	Influenza C virus (C/Yamagata/27/2004) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2004-05-24	M	Japan	Homo sapiens LC123835.1
LC123836.1	Influenza C virus (C/Miyagi/12/2004) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2004-02-27	M	Japan	Homo sapiens LC123836.1
LC123837.1	Influenza C virus (C/Miyagi/25/2004) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2004-03-31	M	Japan	Homo sapiens LC123837.1
LC123838.1	Influenza C virus (C/Miyagi/42/2004) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2004-05-27	M	Japan	Homo sapiens LC123838.1
LC123839.1	Influenza C virus (C/Miyagi/47/2004) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2004-06-18	M	Japan	Homo sapiens LC123839.1
LC123840.1	Influenza C virus (C/Yamagata/1/2005) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2005-06-07	M	Japan	Homo sapiens LC123840.1
LC123841.1	Influenza C virus (C/Yamagata/2/2005) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2005-07-05	M	Japan	Homo sapiens LC123841.1
LC123842.1	Influenza C virus (C/Yamagata/3/2005) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2005-09-07	M	Japan	Homo sapiens LC123842.1
LC123843.1	Influenza C virus (C/Miyagi/2/2005) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2005-04-07	M	Japan	Homo sapiens LC123843.1
LC123844.1	Influenza C virus (C/Miyagi/4/2005) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2005-05-16	M	Japan	Homo sapiens LC123844.1
LC123845.1	Influenza C virus (C/Fukuoka/1/2005) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2005-12-28	M	Japan	Homo sapiens LC123845.1
LC123846.1	Influenza C virus (C/Fukuoka/2/2006) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2006-03-08	M	Japan	Homo sapiens LC123846.1
LC123847.1	Influenza C virus (C/Yamagata/1/2006) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2006-01-23	M	Japan	Homo sapiens LC123847.1
LC123848.1	Influenza C virus (C/Yamagata/9/2006) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2006-06-13	M	Japan	Homo sapiens LC123848.1
LC123849.1	Influenza C virus (C/Yamagata/13/2006) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2006-08-08	M	Japan	Homo sapiens LC123849.1
LC123850.1	Influenza C virus (C/Yamagata/14/2006) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2006-08-28	M	Japan	Homo sapiens LC123850.1
LC123851.1	Influenza C virus (C/Yamagata/20/2006) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2006-11-24	M	Japan	Homo sapiens LC123851.1
LC123852.1	Influenza C virus (C/Miyagi/4/2006) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2006-06-04	M	Japan	Homo sapiens LC123852.1
LC123853.1	Influenza C virus (C/Yamagata/1/2007) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2007-01-17	M	Japan	Homo sapiens LC123853.1
LC123854.1	Influenza C virus (C/Yamagata/3/2008) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2008-03-26	M	Japan	Homo sapiens LC123854.1
LC123855.1	Influenza C virus (C/Yamagata/11/2008) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2008-04-30	M	Japan	Homo sapiens LC123855.1
LC123856.1	Influenza C virus (C/Yamagata/16/2008) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2008-05-19	M	Japan	Homo sapiens LC123856.1
LC123857.1	Influenza C virus (C/Yamagata/18/2008) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2008-06-25	M	Japan	Homo sapiens LC123857.1
LC123858.1	Influenza C virus (C/Miyagi/2/2008) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2008-02-21	M	Japan	Homo sapiens LC123858.1
LC123859.1	Influenza C virus (C/Yamagata/2/2010) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2010-02-09	M	Japan	Homo sapiens LC123859.1
LC123860.1	Influenza C virus (C/Miyagi/3/2010) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2010-04-12	M	Japan	Homo sapiens LC123860.1
LC123861.1	Influenza C virus (C/Tokyo/3/2010) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2010-04-23	M	Japan	Homo sapiens LC123861.1
LC123862.1	Influenza C virus (C/Yamagata/1/2012) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2012-01-16	M	Japan	Homo sapiens LC123862.1
LC123863.1	Influenza C virus (C/Yamagata/3/2012) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2012-02-07	M	Japan	Homo sapiens LC123863.1
LC123864.1	Influenza C virus (C/Yamagata/4/2012) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2012-02-22	M	Japan	Homo sapiens LC123864.1
LC123865.1	Influenza C virus (C/Yamagata/7/2012) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2012-03-14	M	Japan	Homo sapiens LC123865.1
LC123866.1	Influenza C virus (C/Yamagata/14/2012) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2012-06-01	M	Japan	Homo sapiens LC123866.1
LC123867.1	Influenza C virus (C/Yamagata/28/2012) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2012-07-12	M	Japan	Homo sapiens LC123867.1
LC123868.1	Influenza C virus (C/Yamagata/29/2012) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2012-07-30	M	Japan	Homo sapiens LC123868.1
LC123869.1	Influenza C virus (C/Miyagi/2/2012) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2012-01-26	M	Japan	Homo sapiens LC123869.1
LC123870.1	Influenza C virus (C/Fukuoka/1/2012) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2012-04-11	M	Japan	Homo sapiens LC123870.1
LC123871.1	Influenza C virus (C/Yamagata/6/2014) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2014-04-16	M	Japan	Homo sapiens LC123871.1
LC123872.1	Influenza C virus (C/Yamagata/13/2014) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2014-05-14	M	Japan	Homo sapiens LC123872.1
LC123873.1	Influenza C virus (C/Yamagata/16/2014) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2014-05-21	M	Japan	Homo sapiens LC123873.1
LC123874.1	Influenza C virus (C/Yamagata/30/2014) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2014-06-04	M	Japan	Homo sapiens LC123874.1
LC123875.1	Influenza C virus (C/Yamagata/32/2014) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2014-06-17	M	Japan	Homo sapiens LC123875.1
LC123876.1	Influenza C virus (C/Yamagata/33/2014) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2014-07-22	M	Japan	Homo sapiens LC123876.1
LC123877.1	Influenza C virus (C/Yamagata/35/2014) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2014-08-20	M	Japan	Homo sapiens LC123877.1
LC123878.1	Influenza C virus (C/Miyagi/2/2014) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2014-04-30	M	Japan	Homo sapiens LC123878.1
LC123879.1	Influenza C virus (C/Miyagi/5/2014) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2014-05-17	M	Japan	Homo sapiens LC123879.1
LC123880.1	Influenza C virus (C/Miyagi/6/2014) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2014-06-02	M	Japan	Homo sapiens LC123880.1
LC123881.1	Influenza C virus (C/Tokyo/1/2014) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2014-02-01	M	Japan	Homo sapiens LC123881.1
LC123882.1	Influenza C virus (C/Tokyo/4/2014) M1, CM2 genes for matrix protein, CM2 protein, complete cds	2014-04-23	M	Japan	Homo sapiens LC123882.1
KM507550.1	Influenza C virus (C/India/P121719/2012) segment 6 matrix protein 1 (M1) gene, complete cds; and CM2 protein (CM2) gene, partial cds	2012-02-24	M	India	Homo sapiens KM507550.1
KM507557.1	Influenza C virus (C/India/P135047/2013) segment 6 matrix protein 1 (M1) gene, complete cds; and CM2 protein (CM2) gene, partial cds	2013-04-25	M	India	Homo sapiens KM507557.1
KT835361.1	Influenza C virus (C/Scotland/6855/2007) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2007-11-XX	M	United Kingdom	Homo sapiens KT835361.1
KT835362.1	Influenza C virus (C/Scotland/7274/2007) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2007-12-XX	M	United Kingdom	Homo sapiens KT835362.1
KT835363.1	Influenza C virus (C/Scotland/7482/2007) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2007-12-XX	M	United Kingdom	Homo sapiens KT835363.1
KT835364.1	Influenza C virus (C/Scotland/7383/2007) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2007-12-XX	M	United Kingdom	Homo sapiens KT835364.1
AB982131.1	Influenza C virus (C/Leyte/1/2011) M gene for matrix protein, partial cds	2011-XX-XX	M	Philippines	Homo sapiens AB982131.1
AB982132.1	Influenza C virus (C/Leyte/2/2011) M gene for matrix protein, partial cds	2011-XX-XX	M	Philippines	Homo sapiens AB982132.1
AB982133.1	Influenza C virus (C/Leyte/3/2011) M gene for matrix protein, partial cds	2011-XX-XX	M	Philippines	Homo sapiens AB982133.1
AB982134.1	Influenza C virus (C/Sendai/TU1/2008) M gene for matrix protein, partial cds	2008-XX-XX	M	Japan	Homo sapiens AB982134.1
AB982135.1	Influenza C virus (C/Sendai/TU2/2008) M gene for matrix protein, partial cds	2008-XX-XX	M	Japan	Homo sapiens AB982135.1
AB982136.1	Influenza C virus (C/Sendai/TU3/2008) M gene for matrix protein, partial cds	2008-XX-XX	M	Japan	Homo sapiens AB982136.1
AB982137.1	Influenza C virus (C/Sendai/TU5/2008) M gene for matrix protein, partial cds	2008-XX-XX	M	Japan	Homo sapiens AB982137.1
AB982138.1	Influenza C virus (C/Sendai/TU1/2012) M gene for matrix protein, partial cds	2012-XX-XX	M	Japan	Homo sapiens AB982138.1
AB982139.1	Influenza C virus (C/Sendai/TU2/2012) M gene for matrix protein, partial cds	2012-XX-XX	M	Japan	Homo sapiens AB982139.1
AB982140.1	Influenza C virus (C/Biliran/1/2013) M gene for matrix protein, partial cds	2013-XX-XX	M	Philippines	Homo sapiens AB982140.1
AB982141.1	Influenza C virus (C/Biliran/2/2013) M gene for matrix protein, partial cds	2013-XX-XX	M	Philippines	Homo sapiens AB982141.1
AB982142.1	Influenza C virus (C/Biliran/3/2013) M gene for matrix protein, partial cds	2013-XX-XX	M	Philippines	Homo sapiens AB982142.1
AB982143.1	Influenza C virus (C/Leyte/1/2013) M gene for matrix protein, partial cds	2013-XX-XX	M	Philippines	Homo sapiens AB982143.1
AB982144.1	Influenza C virus (C/Leyte/2/2013) M gene for matrix protein, partial cds	2013-XX-XX	M	Philippines	Homo sapiens AB982144.1
AB982145.1	Influenza C virus (C/Leyte/3/2013) M gene for matrix protein, partial cds	2013-XX-XX	M	Philippines	Homo sapiens AB982145.1
AB982146.1	Influenza C virus (C/Palawan/1/2013) M gene for matrix protein, partial cds	2013-XX-XX	M	Philippines	Homo sapiens AB982146.1
KM504282.1	Influenza C virus (C/Victoria/2/2012) segment 6 P42, matrix protein M1, and CM2 protein genes, complete cds	2012-XX-XX	M	Australia	Homo sapiens KM504282.1
JX963106.1	Influenza C virus (C/Singapore/DSO-050530/2006) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2006-05-18	M	Singapore	Homo sapiens JX963106.1
JX963107.1	Influenza C virus (C/Singapore/DSO-070170/2006) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2006-11-17	M	Singapore	Homo sapiens JX963107.1
JX963108.1	Influenza C virus (C/Singapore/DSO-070193/2006) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2006-11-29	M	Singapore	Homo sapiens JX963108.1
JX963109.1	Influenza C virus (C/Singapore/DSO-070203/2006) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2006-12-04	M	Singapore	Homo sapiens JX963109.1
JX947866.1	Influenza C virus (C/Eastern India/1202/2011) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, complete cds	2011-07-15	M	India	Homo sapiens JX947866.1
JX133150.1	Influenza C virus (C/Alberta/2616/2011) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2011-02-25	M	Canada	Homo sapiens JX133150.1
JX133151.1	Influenza C virus (C/Alberta/2921/2011) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2011-03-04	M	Canada	Homo sapiens JX133151.1
JX133152.1	Influenza C virus (C/Alberta/3087/2011) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2011-03-04	M	Canada	Homo sapiens JX133152.1
JX133153.1	Influenza C virus (C/Alberta/3502/2011) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2011-03-18	M	Canada	Homo sapiens JX133153.1
JX133154.1	Influenza C virus (C/Alberta/4406/2011) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2011-04-08	M	Canada	Homo sapiens JX133154.1
JX133155.1	Influenza C virus (C/Alberta/4753/2011) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2011-02-19	M	Canada	Homo sapiens JX133155.1
JX133156.1	Influenza C virus (C/Alberta/21100/2010) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2010-12-21	M	Canada	Homo sapiens JX133156.1
