Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"31631.4302","Human coronavirus OC43 41334",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","41334",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ647056",,,,,,,,1,301,33.554817,1,301,,,,1,,,,,,,,"2007-02",2007,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:47:59.464Z","2022-07-08T23:47:59.464Z"
"31631.4303","Human coronavirus OC43 41368",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","41368",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ647057",,,,,,,,1,270,32.592594,1,270,,,,1,,,,,,,,"2007-02",2007,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:47:59.513Z","2022-07-08T23:47:59.513Z"
"31631.4304","Human coronavirus OC43 41056",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","41056",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ647052",,,,,,,,1,290,34.13793,1,290,,,,1,,,,,,,,"2007-01",2007,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:47:59.694Z","2022-07-08T23:47:59.694Z"
"31631.4305","Human coronavirus OC43 41241",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","41241",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ647055",,,,,,,,1,272,33.82353,1,272,,,,1,,,,,,,,"2007-01",2007,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:47:59.564Z","2022-07-08T23:47:59.564Z"
"31631.4306","Human coronavirus OC43 41206",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","41206",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ647054",,,,,,,,1,286,33.21678,1,286,,,,1,,,,,,,,"2007-01",2007,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:47:59.706Z","2022-07-08T23:47:59.706Z"
"31631.4307","Human coronavirus OC43 41149",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","41149",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ647053",,,,,,,,1,272,33.82353,1,272,,,,1,,,,,,,,"2007-01",2007,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:47:59.616Z","2022-07-08T23:47:59.616Z"
"31631.4308","Human coronavirus OC43 36453",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","36453",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ647050",,,,,,,,1,259,32.046333,1,259,,,,1,,,,,,,,"2005-04",2005,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:47:59.716Z","2022-07-08T23:47:59.716Z"
"31631.4309","Human coronavirus OC43 37272",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","37272",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ647051",,,,,,,,1,259,31.274132,1,259,,,,1,,,,,,,,"2006-03",2006,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:47:59.763Z","2022-07-08T23:47:59.763Z"
"31631.4310","Human coronavirus OC43 36428",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","36428",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ647049",,,,,,,,1,259,32.046333,1,259,,,,1,,,,,,,,"2005-03",2005,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:47:59.812Z","2022-07-08T23:47:59.812Z"
"31631.4311","Human coronavirus OC43 41553",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","41553",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ647059",,,,,,,,1,287,34.146343,1,287,,,,1,,,,,,,,"2007-02",2007,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:47:59.919Z","2022-07-08T23:47:59.919Z"
"31631.4312","Human coronavirus OC43 41598",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","41598",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ647060",,,,,,,,1,256,32.03125,1,256,,,,1,,,,,,,,"2007-02",2007,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:47:59.821Z","2022-07-08T23:47:59.821Z"
"31631.4313","Human coronavirus OC43 41491",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","41491",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ647058",,,,,,,,1,276,33.695652,1,276,,,,1,,,,,,,,"2007-02",2007,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:47:59.970Z","2022-07-08T23:47:59.970Z"
"31631.4314","Human coronavirus OC43 41600",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","41600",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ647061",,,,,,,,1,271,32.472324,1,271,,,,1,,,,,,,,"2007-02",2007,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:47:59.867Z","2022-07-08T23:47:59.867Z"
"31631.4315","Human coronavirus OC43 41610",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","41610",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ647062",,,,,,,,1,287,34.146343,1,287,,,,1,,,,,,,,"2007-02",2007,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:48:00.455Z","2022-07-08T23:48:00.455Z"
"31631.4316","Human coronavirus OC43 41638",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","41638",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ647063",,,,,,,,1,271,32.472324,1,271,,,,1,,,,,,,,"2007-02",2007,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:48:00.406Z","2022-07-08T23:48:00.406Z"
"31631.4317","Human coronavirus OC43 110077",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","110077",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ647070",,,,,,,,1,290,34.13793,1,290,,,,1,,,,,,,,"2007-01",2007,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:48:00.203Z","2022-07-08T23:48:00.203Z"
"31631.4318","Human coronavirus OC43 95406",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","95406",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ647069",,,,,,,,1,275,33.81818,1,275,,,,1,,,,,,,,"2007-01",2007,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:48:00.094Z","2022-07-08T23:48:00.094Z"
"31631.4319","Human coronavirus OC43 110084",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","110084",,,,,,,,,,,,,,,,,,,,,"2016-07-24T00:00:00Z",,,,,,,"FJ647071",,,,,,,,1,272,33.82353,1,272,,,,1,,,,,,,,"2007-01",2007,,"Sweden","Europe","Sweden",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-08T23:48:00.103Z","2022-07-08T23:48:00.103Z"
