strain	strain_name	date	country	host	genotype	subgenotype
MZ097657	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097658	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097659	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097660	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097661	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097662	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097663	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097664	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097665	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097666	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097667	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097668	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097669	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097670	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097671	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097672	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097673	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097674	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097675	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097676	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097677	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097678	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097679	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097680	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097681	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097682	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097683	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097684	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097685	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097686	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097687	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097688	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097689	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097690	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097691	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097692	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097693	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097694	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097695	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097696	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097697	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097698	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097699	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097700	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097701	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097702	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097703	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097704	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097705	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097706	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097707	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097708	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097709	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097710	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097711	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097712	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097713	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097714	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097715	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097716	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097717	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097718	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097719	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097720	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097721	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097722	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097723	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097724	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097725	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097726	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097727	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097728	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097729	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097730	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097731	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097732	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097733	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097734	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097735	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097736	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097737	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097738	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097739	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097740	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097741	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097742	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097743	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097744	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097745	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097746	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097747	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097748	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097749	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097750	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097751	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097752	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097753	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097754	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097755	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097756	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097757	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097758	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097759	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097760	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097761	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097762	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097763	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097764	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097765	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097766	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097767	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097768	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097769	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097770	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097771	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097772	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097773	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097774	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097775	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097776	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097777	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097778	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097779	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097780	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097781	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097782	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097783	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097784	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097785	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097786	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097787	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097788	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097789	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097790	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097791	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097792	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097793	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097794	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097795	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097796	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097797	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097798	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097799	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097800	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097801	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097802	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097803	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097804	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097805	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097806	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097807	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097808	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097809	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097810	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097811	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097812	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097813	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097814	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097815	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097816	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097817	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097818	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097819	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097820	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097821	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097822	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097823	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097824	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097825	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097826	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097827	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097828	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097829	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097830	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097831	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097832	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097833	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097834	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097835	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097836	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097837	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097838	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097839	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097840	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097841	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097842	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097843	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097844	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097845	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097846	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097847	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097848	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097849	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097850	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097851	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097852	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097853	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097854	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097855	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097856	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097857	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097858	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097859	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097860	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097861	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097862	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097863	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097864	None	2022-05-10	Germany	Homo sapiens	D	None
MZ097865	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097866	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097867	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097868	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097869	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097870	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097871	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097872	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097873	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097874	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097875	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097876	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097877	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097878	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097879	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097880	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097881	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097882	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097883	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ097884	None	2022-05-10	United Kingdom	Homo sapiens	D	None
MZ312083	None	2022-03-06	Cameroon	Homo sapiens	D	None
MZ312084	None	2022-03-06	Cameroon	Homo sapiens	D	None
OM194175	None	2014-10-XX	USA	Homo sapiens	D	None
MW507462	None	2022-01-21	Germany	Homo sapiens	D	None
MW601227	HBV002	2010-02-23	Germany	Homo sapiens	D	None
MW601228	HBV003	2002-04-29	Germany	Homo sapiens	D	None
MW601229	HBV004	2010-03-31	Germany	Homo sapiens	D	None
MW601230	HBV005	2006-08-23	Germany	Homo sapiens	D	None
MW601231	HBV006	2009-10-01	Germany	Homo sapiens	D	None
MW601232	HBV007	2010-11-03	Germany	Homo sapiens	D	None
MW601233	HBV008	2012-03-14	Germany	Homo sapiens	D	None
MW601234	HBV009	2014-07-30	Germany	Homo sapiens	D	None
MW601235	HBV010	2012-05-16	Germany	Homo sapiens	D	None
MW601236	HBV011	2009-02-26	Germany	Homo sapiens	D	None
MW601237	HBV012	2014-06-16	Germany	Homo sapiens	D	None
MW601238	HBV013	2011-01-11	Germany	Homo sapiens	D	None
MW601239	HBV014	2013-07-15	Germany	Homo sapiens	D	None
MW601240	HBV015	2002-06-26	Germany	Homo sapiens	D	None
MW601241	HBV016	2008-01-30	Germany	Homo sapiens	D	None
MW601242	HBV017	2007-07-23	Germany	Homo sapiens	D	None
MW601243	HBV018	2010-11-17	Germany	Homo sapiens	D	None
MW601244	HBV019	2010-11-17	Germany	Homo sapiens	D	None
MW601245	HBV020	2010-12-09	Germany	Homo sapiens	D	None
MW601246	HBV021	2011-01-20	Germany	Homo sapiens	D	None
MW601247	HBV022	2002-09-26	Germany	Homo sapiens	D	None
MW601248	HBV023	2003-02-26	Germany	Homo sapiens	D	None
MW601249	HBV024	2005-08-18	Germany	Homo sapiens	D	None
MW601250	HBV025	2009-02-23	Germany	Homo sapiens	D	None
MW601251	HBV026	2008-09-29	Germany	Homo sapiens	D	None
MW601252	HBV027	2009-04-02	Germany	Homo sapiens	D	None
MW601253	HBV028	2007-12-21	Germany	Homo sapiens	D	None
MW601254	HBV029	2010-02-01	Germany	Homo sapiens	D	None
MW601255	HBV030	2010-05-28	Germany	Homo sapiens	D	None
MW601256	HBV031	2004-07-07	Germany	Homo sapiens	D	None
MW601257	HBV032	2006-07-27	Germany	Homo sapiens	D	None
MW601258	HBV033	2012-12-06	Germany	Homo sapiens	D	None
MW601259	HBV034	2009-12-02	Germany	Homo sapiens	D	None
MW601260	HBV035	2009-10-28	Germany	Homo sapiens	D	None
MW601261	HBV036	2013-07-25	Germany	Homo sapiens	D	None
MW601262	HBV037	2002-07-17	Germany	Homo sapiens	D	None
MW601263	HBV038	2010-01-13	Germany	Homo sapiens	D	None
MW601264	HBV039	2010-04-29	Germany	Homo sapiens	D	None
MW601265	HBV040	2003-06-20	Germany	Homo sapiens	D	None
MW601266	HBV041	2011-11-21	Germany	Homo sapiens	D	None
MW601267	HBV042	2007-02-05	Germany	Homo sapiens	D	None
MW601268	HBV043	2002-12-18	Germany	Homo sapiens	D	None
MW601269	HBV044	2009-05-04	Germany	Homo sapiens	D	None
MW601270	HBV045	2002-07-30	Germany	Homo sapiens	D	None
MW601271	HBV046	2012-10-23	Germany	Homo sapiens	D	None
MW601272	HBV047	2013-09-30	Germany	Homo sapiens	D	None
MW601273	HBV048	2009-11-04	Germany	Homo sapiens	D	None
MW601274	HBV049	2010-07-08	Germany	Homo sapiens	D	None
MW601275	HBV050	2013-02-14	Germany	Homo sapiens	D	None
MW601276	HBV051	2011-08-25	Germany	Homo sapiens	D	None
MW601277	HBV052	2002-05-14	Germany	Homo sapiens	D	None
MW601278	HBV053	2014-08-04	Germany	Homo sapiens	D	None
MW601279	HBV054	2014-06-24	Germany	Homo sapiens	D	None
MW601280	HBV055	2014-07-29	Germany	Homo sapiens	D	None
MW601281	HBV056	2014-07-03	Germany	Homo sapiens	D	None
MW601282	HBV057	2014-08-13	Germany	Homo sapiens	D	None
MW601283	HBV058	2014-03-18	Germany	Homo sapiens	D	None
MW601284	HBV059	2013-11-11	Germany	Homo sapiens	D	None
MW601285	HBV060	2014-05-14	Germany	Homo sapiens	D	None
MW601286	HBV061	2014-05-13	Germany	Homo sapiens	D	None
MW601287	HBV062	2014-04-25	Germany	Homo sapiens	D	None
MW601288	HBV063	2014-02-10	Germany	Homo sapiens	D	None
MW601289	HBV064	2011-03-25	Germany	Homo sapiens	D	None
MW601290	HBV065	2012-09-17	Germany	Homo sapiens	D	None
MW601291	HBV066	2013-01-31	Germany	Homo sapiens	D	None
MW601292	HBV067	2013-01-28	Germany	Homo sapiens	D	None
MW601293	HBV068	2013-06-05	Germany	Homo sapiens	D	None
MW601294	HBV069	2009-04-02	Germany	Homo sapiens	D	None
MW601295	HBV070	2011-06-14	Germany	Homo sapiens	D	None
MW601296	HBV071	2014-07-22	Germany	Homo sapiens	D	None
MW601297	HBV072	2010-07-14	Germany	Homo sapiens	D	None
MW601298	HBV073	2011-11-17	Germany	Homo sapiens	D	None
MW601299	HBV074	2014-03-24	Germany	Homo sapiens	D	None
MW601300	HBV075	2014-07-24	Germany	Homo sapiens	D	None
MW601301	HBV076	2014-09-10	Germany	Homo sapiens	D	None
MW601302	HBV077	2012-12-19	Germany	Homo sapiens	D	None
MW601303	HBV078	2014-06-04	Germany	Homo sapiens	D	None
MW601304	HBV079	2014-10-06	Germany	Homo sapiens	D	None
MW601305	HBV080	2014-06-13	Germany	Homo sapiens	D	None
MW601306	HBV081	2014-11-04	Germany	Homo sapiens	D	None
MW601307	HBV082	2012-09-20	Germany	Homo sapiens	D	None
MW601308	HBV083	2014-09-19	Germany	Homo sapiens	D	None
MW601309	HBV084	2012-09-13	Germany	Homo sapiens	D	None
MW601310	HBV085	2013-02-25	Germany	Homo sapiens	D	None
MW601311	HBV086	2010-03-03	Germany	Homo sapiens	D	None
MW601312	HBV087	2011-01-13	Germany	Homo sapiens	D	None
MW601313	HBV088	2014-09-05	Germany	Homo sapiens	D	None
MW601314	HBV089	2007-10-15	Germany	Homo sapiens	D	None
MW601315	HBV090	2012-05-08	Germany	Homo sapiens	D	None
MW601316	HBV091	2013-02-06	Germany	Homo sapiens	D	None
MW601317	HBV092	2011-12-02	Germany	Homo sapiens	D	None
MW601318	HBV093	2012-10-15	Germany	Homo sapiens	D	None
MW601319	HBV094	2012-12-17	Germany	Homo sapiens	D	None
MW601320	HBV095	2013-01-31	Germany	Homo sapiens	D	None
MW601321	HBV096	2002-05-29	Germany	Homo sapiens	D	None
MW601322	HBV097	2011-04-11	Germany	Homo sapiens	D	None
MW601323	HBV098	2009-03-25	Germany	Homo sapiens	D	None
MW601324	HBV099	2011-06-10	Germany	Homo sapiens	D	None
MW601325	HBV100	2013-04-16	Germany	Homo sapiens	D	None
MW601326	HBV101	2013-01-02	Germany	Homo sapiens	D	None
MW601327	HBV102	2009-07-23	Germany	Homo sapiens	D	None
MW601328	HBV103	2010-10-07	Germany	Homo sapiens	D	None
MW601329	HBV104	2011-02-24	Germany	Homo sapiens	D	None
MW601330	HBV105	2014-12-02	Germany	Homo sapiens	D	None
MW601331	HBV106	2013-07-04	Germany	Homo sapiens	D	None
MW601332	HBV107	2011-06-20	Germany	Homo sapiens	D	None
MW601333	HBV108	2014-01-17	Germany	Homo sapiens	D	None
MW601334	HBV109	2007-08-27	Germany	Homo sapiens	D	None
MW601335	HBV110	2014-12-09	Germany	Homo sapiens	D	None
MW601336	HBV111	2010-10-19	Germany	Homo sapiens	D	None
MW601337	HBV112	2010-05-11	Germany	Homo sapiens	D	None
MW601338	HBV113	2010-04-09	Germany	Homo sapiens	D	None
MW601339	HBV114	2006-05-31	Germany	Homo sapiens	D	None
MT591274	P1-12	2012-07-02	Tunisia	Homo sapiens	D	D7
MT591275	P1-18	2018-09-19	Tunisia	Homo sapiens	D	D7
MT591276	P2-11	2011-06-09	Tunisia	Homo sapiens	D	D1
MT591277	P2-17	2017-02-01	Tunisia	Homo sapiens	D	D1
MT591278	P3-06	2006-01-15	Tunisia	Homo sapiens	D	D1
MT591279	P3-16	2016-07-27	Tunisia	Homo sapiens	D	D1
MT591280	P4-16	2019-06-14	Tunisia	Homo sapiens	D	D7
MT591281	P5-12	2019-03-13	Tunisia	Homo sapiens	D	D8
MW082640	None	2012-XX-XX	France	Homo sapiens	D	None
MW082641	None	2013-XX-XX	France	Homo sapiens	D	None
MN844881	7043	2019-01-25	France: Marseille	Homo sapiens	D	None
MN844882	7237	2018-03-07	France: Marseille	Homo sapiens	D	None
MG877709	None	2006-01-27	Argentina	Homo sapiens	D	None
MG877711	None	2013-11-08	Argentina	Homo sapiens	D	None
MG877718	None	2004-06-08	Argentina	Homo sapiens	D	None
MG877719	None	2008-04-24	Argentina	Homo sapiens	D	None
MG877720	None	2015-02-25	Argentina	Homo sapiens	D	None
MG877726	None	2004-03-30	Argentina	Homo sapiens	D	None
MG877727	None	2009-10-08	Argentina	Homo sapiens	D	None
MG877728	None	2014-08-05	Argentina	Homo sapiens	D	None
MT603376	None	2017-XX-XX	Greenland	Homo sapiens	D	None
MT603377	None	2017-XX-XX	Greenland	Homo sapiens	D	None
MT603378	None	2017-XX-XX	Greenland	Homo sapiens	D	None
MT603379	None	2017-XX-XX	Greenland	Homo sapiens	D	None
MT603380	None	2017-XX-XX	Greenland	Homo sapiens	D	None
MT603381	None	2017-XX-XX	Greenland	Homo sapiens	D	None
