strain	strain_name	date	segment_num	segment_name	country	full_genotype	genotype_group
KF372005	RVA/Human_wt/CHN/Z1557/2011/G3P[8]	2011-10-22	3	M	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752471	RVA/Human_wt/ZAF/MRC_DPRU1911/2007/G12P[6]	2007-10-18	3	M	South_Africa	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ751693	RVA/Human_wt/ZAF/MRC_DPRU1270/2009/G1P[8]	2009-08-07	3	M	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752418	RVA/Human_wt/ZAF/MRC_DPRU400/2003/G1P[8]	2003-04-17	3	M	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752532	RVA/Human_wt/ZMB/MRC_DPRU1680/2008/G12P[6]	2008-10-19	3	M	Zambia	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ751984	RVA/Human_wt/ZWE/MRC_DPRU1734/2008/G9P[8]	2008-07-07	3	M	Zimbabwe	G9_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ751593	RVA/Human_wt/TGO/MRC_DPRU5144/2010/G12P[8]	2010-09-XX	3	M	Togo	G12_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752039	RVA/Human_wt/SEN/MRC_DPRU2136/2009/G1P[6]	2009-02-19	3	M	Senegal	G1_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752385	RVA/Human_wt/TGO/MRC_DPRU1689/2008/G12P[6]	2008-12-23	3	M	Togo	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752363	RVA/Human_wt/ZAF/MRC_DPRU75/2012/G12P[8]	2012-05-25	3	M	South_Africa	G12_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ751825	RVA/Human_wt/BFA/MRC_DPRU2862/2009/G1P[8]	2009-01-01	3	M	Burkina_Faso	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752330	RVA/Human_wt/ZAF/MRC_DPRU2198/2003/G1P[8]	2003-09-26	3	M	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752017	RVA/Human_wt/ZAF/MRC_DPRU6954/2011/G1P[8]	2011-09-24	3	M	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752263	RVA/Human_wt/ZAF/MRC_DPRU1190/2009/G1P[8]	2009-06-02	3	M	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752499	RVA/Human_wt/ZAF/MRC_DPRU948/2002/G1P[6]	2002-02-17	3	M	South_Africa	G1_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752229	RVA/Human_wt/ZAF/MRC_DPRU1840_07/2007/G1P[8]	2007-09-09	3	M	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752152	RVA/Human_wt/ZAF/MRC_DPRU120/2011/G1P[8]	2011-06-27	3	M	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752587	RVA/Human_wt/ZAF/MRC_DPRU121/2011/G1P[8]	2011-06-27	3	M	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ753109	RVA/Human_wt/SWZ/MRC_DPRU2995/2009/G1P[8]_mixed_genotype	2009-09-15	3	M	Swaziland	G1_P[8]_I2_R1_R2_C1_M1_A2_N1_N2_T2_E1_E2_H2_mixed_genotype	M1
KJ752631	RVA/Human_wt/ETH/MRC_DPRU5010/2010/G12P[8]	2010-10-18	3	M	Ethiopia	G12_P[8]_I1_R1_C1_M1_A1_N1_T2_E1_H1	M1
KJ752447	RVA/Human_wt/SEN/MRC_DPRU4680/2010/G1G6P[8]_mixed_genotype	2010-12-20	3	M	Senegal	G1_G6_P[8]_I1_I2_R1_R2_C2_M1_A1_A2_N1_N2_T1_T2_E1_E2_H1_mixed_genotype	M1
KJ752297	RVA/Human_wt/ZMB/MRC_DPRU3495/2009/G9P[6]	2009-10-19	3	M	Zambia	G9_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752006	RVA/Human_wt/ETH/MRC_DPRU5002/2010/G12P[8]	2010-09-22	3	M	Ethiopia	G12_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ753573	RVA/Human_wt/ZAF/MRC_DPRU4079_11/2011/G1P[8]	2011-07-12	3	M	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752598	RVA/Human_wt/TGO/MRC_DPRU5171/2010/G12P[8]	2010-12-XX	3	M	Togo	G12_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752565	RVA/Human_wt/ZAF/MRC_DPRU426/2004/G1P[8]	2004-03-24	3	M	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ751770	RVA/Human_wt/ZAF/MRC_DPRU724/2006/G3P[8]	2006-04-12	3	M	South_Africa	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752543	RVA/Human_wt/ZAF/MRC_DPRU2107/2003/G1P[6]	2003-08-05	3	M	South_Africa	G1_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ751836	RVA/Human_wt/ZAF/MRC_DPRU1389/2009/G1P[8]	2009-09-16	3	M	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ751880	RVA/Human_wt/ZMB/MRC_DPRU3507/2009/G12P[6]	2009-11-21	3	M	Zambia	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752286	RVA/Human_wt/GMB/MRC_DPRU3174/2010/G1P[8]	2010-01-11	3	M	Gambia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752642	RVA/Human_wt/ZMB/MRC_DPRU3488/2009/G12P[6]	2009-07-20	3	M	Zambia	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ753084	RVA/Human_wt/ZAF/MRC_DPRU135/2009/G1P[8]	2009-05-08	3	M	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ751759	RVA/Human_wt/UGA/MRC_DPRU1944/2008/G9P[8]	2008-10-24	3	M	Uganda	G9_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752429	RVA/Human_wt/ZAF/MRC_DPRU4569/2002/G1P[6]	2002-08-12	3	M	South_Africa	G1_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ751935	RVA/Human_wt/SWZ/MRC_DPRU5119/2010/G1P[8]	2010-09-15	3	M	Swaziland	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ752174	RVA/Human_wt/ZAF/MRC_DPRU799/2006/G1P[8]	2006-05-16	3	M	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ870902	RVA/Human_wt/COD/KisB332/2008/G4P[6]	2008-09-25	3	M	Democratic_Republic_of_the_Congo	G4_P[6]_I1_R1_C1_M1_A1_N1_T7_E1_H1	M1
KF447852	GX78	2010-03-01	3	M	China	G4_P[6]_I1_R1_C1_M1_A8_N1_T1_E1_H1	M1
KJ870913	RVA/Human_wt/COD/KisB521/2008/G12P[6]	2008-10-29	3	M	Democratic_Republic_of_the_Congo	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KJ870924	RVA/Human_wt/COD/KisB504/2009/G1P[6]	2009-01-28	3	M	Democratic_Republic_of_the_Congo	G1_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KF041443	GX54	2010-01-20	3	M	China	G4_P[6]_I1_R1_C1_M1_A8_N1_T1_E1_H1	M1
KF447863	GX82	2010-03-05	3	M	China	G4_P[6]_I1_R1_C1_M1_A8_N1_T1_E1_H1	M1
KF447841	GX77	2010-03-01	3	M	China	G4_P[6]_I1_R1_C1_M1_A8_N1_T1_E1_H1	M1
HQ392343	RVA/Human_wt/BEL/BE00038/2008/G1P[8]	2008-03-31	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JX027790	RVA/Human_wt/AUS/CK00077/2007/G1P[8]	2007-11-19	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JF490366	human/Victoria/CK00029/2006/G1P[8]	2006-08-02	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
HQ392043	RVA/Human_wt/BEL/BE00009/2005/G1P[8]	2005-12-04	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JF490411	human/Victoria/CK00034/2007/G1P[8]	2007-01-03	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JF490246	human/Victoria/CK00017/2005/G1P[8]	2005-06-02	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JN635545	RVA/Human_wt/Bel/BE00102/2000/G1P[8]	2000-02-12	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_Ax_N1_T1_E1_H1	M1
JX027962	RVA/Human_wt/AUS/CK00099/2010/G1P[8]	2010-05-22	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JN651810	RVA/Human_wt/Bel/BE00066/2000/G1P[8]	2000-02-19	3	M	Belgium	Gx_P[8]_I1_R1_C1_M1_A1_Nx_T1_Ex_H1	M1
JF490389	human/Victoria/CK00032/2006/G1P[8]	2006-12-29	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
HQ392090	RVA/Human_wt/BEL/BE00014/2006/G1P[8]	2006-01-27	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JN651886	RVA/Human_wt/Bel/BE00108/2010/G1P[8]	2010-04-20	3	M	Belgium	Gx_P[8]_I1_R1_C1_M1_Ax_N1_T1_E1_H1	M1
JX027734	RVA/Human_wt/AUS/CK00067/2007/G1P[8]	2007-10-24	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
HQ392464	RVA/Human_wt/BEL/BE00049/2009/G1P[8]	2009-03-20	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JX027833	RVA/Human_wt/AUS/CK00084/2008/G1P[8]	2008-02-13	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JF490312	human/Victoria/CK00023/2005/G1P[8]	2005-09-05	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JX027767	RVA/Human_wt/AUS/CK00075/2007/G1P[8]	2007-11-16	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
HQ392440	RVA/Human_wt/BEL/BE00046/2008/G1P[8]	2008-11-05	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JF490147	human/Victoria/CK00006/2004/G1P[8]	2004-07-22	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JN651853	RVA/Human_wt/Bel/BE00103/2001/G1P[8]	2001-03-16	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_Ax_N1_T1_E1_H1	M1
JX027649	RVA/Human_wt/AUS/CK00052/2007/G1P[8]	2007-08-18	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
HQ392264	RVA/Human_wt/BEL/BE00031/2008/G1P[8]	2008-03-07	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KC769461	RVA/Human_wt/AUS/CK00080/2007/G1P[8]	2007-12-02	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
HQ392287	RVA/Human_wt/BEL/BE00033/2008/G1P[8]	2008-02-28	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
AB861958	RVA/Human_tc/KEN/KDH651/2010/G12P[8]	2010-03-XX	3	M	Kenya	G12_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JN258842	RVA/Human_wt/Bel/BE00076/2001/G1P[8]	2001-11-13	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
HQ392255	RVA/Human_wt/BEL/BE00030/2008/G1P[8]	2008-01-17	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
HQ392408	RVA/Human_wt/BEL/BE00045/2009/G1P[8]	2009-03-19	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JN258834	RVA/Human_wt/Bel/BE00073/2001/G1P[8]	2001-03-25	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JN258955	RVA/Human_wt/Bel/BE00112/2009/G1P[8]	2001-05-13	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JF490346	human/Victoria/CK00027/2054/G1P[8]	2005-12-17	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
HQ392035	RVA/Human_wt/BEL/BE00007/2005/G1P[8]	2005-03-19	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JN258876	RVA/Human_wt/Bel/BE00085/2002/G1P[8]	2002-04-01	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JF490179	human/Victoria/CK00009/2004/G1P[8]	2004-08-09	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JX027776	RVA/Human_wt/AUS/CK00076/2007/G1P[8]	2007-11-17	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JF490466	human/Victoria/CK00040/2006/G1P[8]	2006-10-02	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JF490092	human/Victoria/CK00001/2004/G1P[8]	2004-03-18	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JN651895	RVA/Human_wt/Bel/BE00110/2002/G1P[8]	2002-04-22	3	M	Belgium	Gx_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JN651777	RVA/Human_wt/Bel/BE00058/1999/G1P[8]	1999-12-28	3	M	Belgium	Gx_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JN651842	RVA/Human_wt/Bel/BE00096/2010/G1P[8]	2010-02-14	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_Nx_T1_E1_H1	M1
JX027683	RVA/Human_wt/AUS/CK00056/2007/G1P[8]	2007-09-17	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
HQ392019	RVA/Human_wt/BEL/BE00006/2005/G1P[8]	2005-03-12	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JF490168	human/Victoria/CK00008/2004/G1P[8]	2004-08-03	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
HQ392363	RVA/Human_wt/BEL/BE00040/2008/G1P[8]	2008-03-20	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JX027646	RVA/Human_wt/AUS/CK00051/2007/G1P[8]	2007-08-05	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JF490510	human/Victoria/CK00046/2006/G1P[8]	2006-11-24	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JN651864	RVA/Human_wt/Bel/BE00106/2001/G1P[8]	2001-05-08	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_Ax_N1_T1_E1_H1	M1
HQ392230	RVA/Human_wt/BEL/BE00028/2007/G1P[8]	2007-12-17	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
HQ392156	RVA/Human_wt/BEL/BE00020/2006/G1P[8]	2006-03-27	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KC193614	RVA/Human_wt/Bel/BE00001/2004/G1P[8]	2004-03-06	3	M	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JF490521	human/Victoria/CK00047/2006/G1P[8]	2006-08-10	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
JX027954	RVA/Human_wt/AUS/CK00097/2010/G1P[8]	2010-05-14	3	M	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
KC193625	RVA/Human_wt/Bel/BE00061/2000/G1P[8]	2000-01-22	3	M	Belgium	Gx_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	M1
