strain	strain_name	segment	date	host	country	subtype	virus
KJ939965	VN_820_8/10	NA	2010-08-24	Human	Viet_Nam	A	Human_orthopneumovirus
KJ939971	VN_848_12/10	NA	2010-12-06	Human	Viet_Nam	A	Human_orthopneumovirus
JQ901448	01_000583	NA	2001-01-07	Human	Netherlands	A	Human_orthopneumovirus
JQ901453	02_000110	NA	2002-01-03	Human	Netherlands	A	Human_orthopneumovirus
JQ901456	03_033338	NA	2003-11-25	Human	Netherlands	A	Human_orthopneumovirus
KJ939966	VN_824_9/10	NA	2010-09-03	Human	Viet_Nam	A	Human_orthopneumovirus
JQ901452	01_031282	NA	2001-12-22	Human	Netherlands	A	Human_orthopneumovirus
JQ901450	01_002215	NA	2001-01-24	Human	Netherlands	A	Human_orthopneumovirus
KJ939936	VN_120_7/09	NA	2009-07-22	Human	Viet_Nam	A	Human_orthopneumovirus
KJ939952	VN_743_11/09	NA	2009-11-11	Human	Viet_Nam	A	Human_orthopneumovirus
JX627336	RSVA/GN435/11	NA	2011-12-27	Human	South_Korea	A	Human_orthopneumovirus
KJ939943	VN_360_6/10	NA	2010-06-10	Human	Viet_Nam	A	Human_orthopneumovirus
JQ901457	03_036456	NA	2003-12-22	Human	Netherlands	A	Human_orthopneumovirus
KJ939947	VN_390_7/10	NA	2010-07-22	Human	Viet_Nam	A	Human_orthopneumovirus
JQ901458	03_036544	NA	2003-12-23	Human	Netherlands	A	Human_orthopneumovirus
JQ901455	02_017863	NA	2002-06-29	Human	Netherlands	A	Human_orthopneumovirus
JQ901449	01_000868	NA	2001-01-10	Human	Netherlands	A	Human_orthopneumovirus
JQ901451	01_002279	NA	2001-01-24	Human	Netherlands	A	Human_orthopneumovirus
JQ901454	02_00291	NA	2002-01-04	Human	Netherlands	A	Human_orthopneumovirus
KT285064	B614122905	NA	2014-12-29	Human	China	A	Human_orthopneumovirus
KC731483	RSV_A/NIV1114073/11	NA	2011-XX-XX	Human	India	A	Human_orthopneumovirus
KC731482	RSV_A/NIV1114046/11	NA	2011-XX-XX	Human	India	A	Human_orthopneumovirus
KJ627356	RSVA/Homo_sapiens/PER/FLI1294/2010	NA	2010-04-22	Human	Peru	A	Human_orthopneumovirus
KJ627361	RSVA/Homo_sapiens/PER/FLU5529/2007	NA	2007-01-26	Human	Peru	A	Human_orthopneumovirus
KJ627324	RSVA/Homo_sapiens/PER/FLA6757/2009	NA	2009-04-20	Human	Peru	A	Human_orthopneumovirus
KJ627339	RSVA/Homo_sapiens/PER/FLA6331/2009	NA	2009-03-11	Human	Peru	A	Human_orthopneumovirus
KJ627268	RSVA/Homo_sapiens/PER/FLI1313/2010	NA	2010-04-22	Human	Peru	A	Human_orthopneumovirus
KF826824	RSVA/Homo_sapiens/USA/629_4392/1998	NA	1998-10-28	Human	USA	A	Human_orthopneumovirus
KF530260	RSVA/Homo_sapiens/ARG/170/2005	NA	2005-06-21	Human	Argentina	A	Human_orthopneumovirus
KJ627306	RSVA/Homo_sapiens/PER/FLA7443/2009	NA	2009-05-11	Human	Peru	A	Human_orthopneumovirus
KJ627287	RSVA/Homo_sapiens/PER/FLE8797/2010	NA	2010-04-08	Human	Peru	A	Human_orthopneumovirus
KF826846	RSVA/Homo_sapiens/ARG/202/2008	NA	2008-05-15	Human	Argentina	A	Human_orthopneumovirus
KJ627338	RSVA/Homo_sapiens/PER/FLA7437/2009	NA	2009-05-08	Human	Peru	A	Human_orthopneumovirus
KJ627293	RSVA/Homo_sapiens/PER/FLA7768/2009	NA	2009-05-25	Human	Peru	A	Human_orthopneumovirus
KF826831	RSVA/Homo_sapiens/DEU/108/2009	NA	2009-12-01	Human	Germany	A	Human_orthopneumovirus
KJ627301	RSVA/Homo_sapiens/PER/FLE9262/2010	NA	2010-04-14	Human	Peru	A	Human_orthopneumovirus
KF530269	RSVA/Hep2_lab/USA/629_Q0030_RSV60/2009	NA	2009-12-10	Human	USA	A	Human_orthopneumovirus
KF826848	RSVA/Homo_sapiens/AUS/249/2007-XX-XX	NA	2007-XX-XX	Human	Australia	A	Human_orthopneumovirus
KJ627325	RSVA/Homo_sapiens/PER/FLE8626/2010	NA	2010-03-30	Human	Peru	A	Human_orthopneumovirus
KF826849	RSVA/Hep2_lab/USA/629_Q0115_RSV89/2010	NA	2010-01-05	Human	USA	A	Human_orthopneumovirus
KF530261	RSVA/Homo_sapiens/DEU/106/2008	NA	2008-05-01	Human	Germany	A	Human_orthopneumovirus
KF826852	RSVA/Homo_sapiens/USA/629_1/2007-XX-XX	NA	2007-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627319	RSVA/Homo_sapiens/PER/FLA6912/2009	NA	2009-04-21	Human	Peru	A	Human_orthopneumovirus
KF826827	RSVA/Homo_sapiens/ARG/159/2004	NA	2004-05-26	Human	Argentina	A	Human_orthopneumovirus
KF826856	RSVA/Homo_sapiens/ITA/125/2009	NA	2009-04-23	Human	Italy	A	Human_orthopneumovirus
KF826838	RSVA/Homo_sapiens/ARG/177/2006	NA	2006-06-06	Human	Argentina	A	Human_orthopneumovirus
KF826828	RSVA/Homo_sapiens/ARG/162/2004	NA	2004-06-04	Human	Argentina	A	Human_orthopneumovirus
KF826850	RSVA/Homo_sapiens/USA/629_11_1/2008-XX-XX	NA	2008-XX-XX	Human	USA	A	Human_orthopneumovirus
KF826823	RSVA/Homo_sapiens/USA/629_4360/1998	NA	1998-10-17	Human	USA	A	Human_orthopneumovirus
KF826832	RSVA/Homo_sapiens/ITA/120/2009	NA	2009-03-19	Human	Italy	A	Human_orthopneumovirus
KF826855	RSVA/Homo_sapiens/ITA/123/2009	NA	2009-03-26	Human	Italy	A	Human_orthopneumovirus
KF826854	RSVA/Homo_sapiens/ITA/119/2009	NA	2009-02-26	Human	Italy	A	Human_orthopneumovirus
KF826841	RSVA/Homo_sapiens/ARG/190/2007	NA	2007-05-02	Human	Argentina	A	Human_orthopneumovirus
KF826830	RSVA/Homo_sapiens/DEU/107/2009	NA	2009-03-01	Human	Germany	A	Human_orthopneumovirus
KJ627269	RSVA/Homo_sapiens/PER/FLE7930/2010	NA	2010-01-30	Human	Peru	A	Human_orthopneumovirus
KJ627337	RSVA/Homo_sapiens/PER/FLA7776/2009	NA	2009-05-27	Human	Peru	A	Human_orthopneumovirus
KJ627349	RSVA/Homo_sapiens/PER/FLE4190/2009	NA	2009-09-17	Human	Peru	A	Human_orthopneumovirus
KJ627245	RSVA/Homo_sapiens/PER/FLI1323/2010	NA	2010-04-29	Human	Peru	A	Human_orthopneumovirus
KJ627292	RSVA/Homo_sapiens/PER/FLE9226/2010	NA	2010-04-19	Human	Peru	A	Human_orthopneumovirus
KJ627312	RSVA/Homo_sapiens/PER/FLE9996/2010	NA	2010-05-20	Human	Peru	A	Human_orthopneumovirus
KJ627350	RSVA/Homo_sapiens/PER/FLA6714/2009	NA	2009-04-05	Human	Peru	A	Human_orthopneumovirus
KJ627372	RSVA/Homo_sapiens/PER/FLE8161/2010	NA	2010-02-27	Human	Peru	A	Human_orthopneumovirus
KJ627357	RSVA/Homo_sapiens/PER/CFI0314/2010	NA	2010-04-30	Human	Peru	A	Human_orthopneumovirus
KJ627351	RSVA/Homo_sapiens/PER/FPP00421/2011	NA	2011-04-13	Human	Peru	A	Human_orthopneumovirus
KJ627326	RSVA/Homo_sapiens/PER/FLE8134/2010	NA	2010-02-23	Human	Peru	A	Human_orthopneumovirus
KJ627267	RSVA/Homo_sapiens/PER/FLE7947/2010	NA	2010-02-08	Human	Peru	A	Human_orthopneumovirus
KJ627259	RSVA/Homo_sapiens/PER/FPI01734/2011	NA	2011-04-08	Human	Peru	A	Human_orthopneumovirus
KJ627362	RSVA/Homo_sapiens/PER/FLA7744/2009	NA	2009-05-19	Human	Peru	A	Human_orthopneumovirus
KJ627272	RSVA/Homo_sapiens/PER/FLA6795/2009	NA	2009-04-27	Human	Peru	A	Human_orthopneumovirus
KJ627365	RSVA/Homo_sapiens/PER/FLE8601/2010	NA	2010-03-23	Human	Peru	A	Human_orthopneumovirus
KJ627294	RSVA/Homo_sapiens/PER/FLE9761/2010	NA	2010-05-20	Human	Peru	A	Human_orthopneumovirus
KJ627288	RSVA/Homo_sapiens/PER/FLA7778/2009	NA	2009-05-28	Human	Peru	A	Human_orthopneumovirus
KJ627304	RSVA/Homo_sapiens/PER/FLA6734/2009	NA	2009-04-15	Human	Peru	A	Human_orthopneumovirus
KJ627252	RSVA/Homo_sapiens/PER/FLE7874/2010	NA	2010-01-19	Human	Peru	A	Human_orthopneumovirus
KF826833	RSVA/Homo_sapiens/ITA/121/2009	NA	2009-03-19	Human	Italy	A	Human_orthopneumovirus
KJ627305	RSVA/Homo_sapiens/PER/FLU5848/2007	NA	2007-03-17	Human	Peru	A	Human_orthopneumovirus
KF826847	RSVA/Homo_sapiens/AUS/248/2007-XX-XX	NA	2007-XX-XX	Human	Australia	A	Human_orthopneumovirus
KF826821	RSVA/Homo_sapiens/USA/629_8_2/2007-XX-XX	NA	2007-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627335	RSVA/Homo_sapiens/PER/FLA7458/2009	NA	2009-05-16	Human	Peru	A	Human_orthopneumovirus
KJ627366	RSVA/Homo_sapiens/PER/FLA6758/2009	NA	2009-04-20	Human	Peru	A	Human_orthopneumovirus
KJ627327	RSVA/Homo_sapiens/PER/FLU7450/2007	NA	2007-07-25	Human	Peru	A	Human_orthopneumovirus
KJ627270	RSVA/Homo_sapiens/PER/FLE8614/2010	NA	2010-03-28	Human	Peru	A	Human_orthopneumovirus
KJ627318	RSVA/Homo_sapiens/PER/FLA6745/2009	NA	2009-04-17	Human	Peru	A	Human_orthopneumovirus
KJ627296	RSVA/Homo_sapiens/PER/FLE9488/2010	NA	2010-04-24	Human	Peru	A	Human_orthopneumovirus
KJ627374	RSVA/Homo_sapiens/PER/FPP00438/2011	NA	2011-04-19	Human	Peru	A	Human_orthopneumovirus
KJ627303	RSVA/Homo_sapiens/PER/FLE9106/2010	NA	2010-04-20	Human	Peru	A	Human_orthopneumovirus
KJ627370	RSVA/Homo_sapiens/PER/FPP00538/2011	NA	2011-05-16	Human	Peru	A	Human_orthopneumovirus
KJ627274	RSVA/Homo_sapiens/PER/FLA6534/2009	NA	2009-04-02	Human	Peru	A	Human_orthopneumovirus
KJ627256	RSVA/Homo_sapiens/PER/FLE2322/2009	NA	2009-08-16	Human	Peru	A	Human_orthopneumovirus
KJ627316	RSVA/Homo_sapiens/PER/FLE9593/2010	NA	2010-04-21	Human	Peru	A	Human_orthopneumovirus
KJ627264	RSVA/Homo_sapiens/PER/IPE01270/2012	NA	2012-05-16	Human	Peru	A	Human_orthopneumovirus
KJ627373	RSVA/Homo_sapiens/PER/FLA7446/2009	NA	2009-05-13	Human	Peru	A	Human_orthopneumovirus
KJ627329	RSVA/Homo_sapiens/PER/FLE9309/2010	NA	2010-04-28	Human	Peru	A	Human_orthopneumovirus
KJ627334	RSVA/Homo_sapiens/PER/FLI2436/2010	NA	2010-08-06	Human	Peru	A	Human_orthopneumovirus
KJ627313	RSVA/Homo_sapiens/PER/FLE9103/2010	NA	2010-04-22	Human	Peru	A	Human_orthopneumovirus
KJ627346	RSVA/Homo_sapiens/PER/FLE8269/2010	NA	2010-02-28	Human	Peru	A	Human_orthopneumovirus
KJ627266	RSVA/Homo_sapiens/PER/FLA6730/2009	NA	2009-04-13	Human	Peru	A	Human_orthopneumovirus
KJ627322	RSVA/Homo_sapiens/PER/FLA6536/2009	NA	2009-04-03	Human	Peru	A	Human_orthopneumovirus
KJ627300	RSVA/Homo_sapiens/PER/FLA7447/2009	NA	2009-05-13	Human	Peru	A	Human_orthopneumovirus
KJ627369	RSVA/Homo_sapiens/PER/FLA6353/2009	NA	2009-03-18	Human	Peru	A	Human_orthopneumovirus
KJ627289	RSVA/Homo_sapiens/PER/FLA7440/2009	NA	2009-05-11	Human	Peru	A	Human_orthopneumovirus
KJ627352	RSVA/Homo_sapiens/PER/FLU5725/2007	NA	2007-03-17	Human	Peru	A	Human_orthopneumovirus
KJ627291	RSVA/Homo_sapiens/PER/FLA7422/2009	NA	2009-05-02	Human	Peru	A	Human_orthopneumovirus
KJ627344	RSVA/Homo_sapiens/PER/FLA6900/2009	NA	2009-04-23	Human	Peru	A	Human_orthopneumovirus
KJ627253	RSVA/Homo_sapiens/PER/FLE3832/2009	NA	2009-09-25	Human	Peru	A	Human_orthopneumovirus
KJ627358	RSVA/Homo_sapiens/PER/FLE8435/2010	NA	2010-03-05	Human	Peru	A	Human_orthopneumovirus
KJ627261	RSVA/Homo_sapiens/PER/FLI1325/2010	NA	2010-04-21	Human	Peru	A	Human_orthopneumovirus
KJ627298	RSVA/Homo_sapiens/PER/FLE9214/2010	NA	2010-04-14	Human	Peru	A	Human_orthopneumovirus
KJ627275	RSVA/Homo_sapiens/PER/FLE9863/2010	NA	2010-05-24	Human	Peru	A	Human_orthopneumovirus
KJ627282	RSVA/Homo_sapiens/PER/FLA6623/2009	NA	2009-04-08	Human	Peru	A	Human_orthopneumovirus
KJ627276	RSVA/Homo_sapiens/PER/FLA6891/2009	NA	2009-04-29	Human	Peru	A	Human_orthopneumovirus
KJ627371	RSVA/Homo_sapiens/PER/FLE9518/2010	NA	2010-05-01	Human	Peru	A	Human_orthopneumovirus
KJ627367	RSVA/Homo_sapiens/PER/FLE9951/2010	NA	2010-05-06	Human	Peru	A	Human_orthopneumovirus
KJ627315	RSVA/Homo_sapiens/PER/FLA7756/2009	NA	2009-05-22	Human	Peru	A	Human_orthopneumovirus
KJ627343	RSVA/Homo_sapiens/PER/CFI0295/2010	NA	2010-03-30	Human	Peru	A	Human_orthopneumovirus
KJ627309	RSVA/Homo_sapiens/PER/FLE9263/2010	NA	2010-04-15	Human	Peru	A	Human_orthopneumovirus
KJ627314	RSVA/Homo_sapiens/PER/FLA7464/2009	NA	2009-05-18	Human	Peru	A	Human_orthopneumovirus
KJ627353	RSVA/Homo_sapiens/PER/FLA0489/2008	NA	2008-03-18	Human	Peru	A	Human_orthopneumovirus
KJ627321	RSVA/Homo_sapiens/PER/FLA6743/2009	NA	2009-04-17	Human	Peru	A	Human_orthopneumovirus
KJ627333	RSVA/Homo_sapiens/PER/FLE8485/2010	NA	2010-03-11	Human	Peru	A	Human_orthopneumovirus
KJ627250	RSVA/Homo_sapiens/PER/FLI1381/2010	NA	2010-06-08	Human	Peru	A	Human_orthopneumovirus
KJ627295	RSVA/Homo_sapiens/PER/FLE8150/2010	NA	2010-02-24	Human	Peru	A	Human_orthopneumovirus
KJ627283	RSVA/Homo_sapiens/PER/FLE9981/2010	NA	2010-05-15	Human	Peru	A	Human_orthopneumovirus
KJ627258	RSVA/Homo_sapiens/PER/FLE9486/2010	NA	2010-04-24	Human	Peru	A	Human_orthopneumovirus
KJ627248	RSVA/Homo_sapiens/PER/FLA6927/2009	NA	2009-04-30	Human	Peru	A	Human_orthopneumovirus
KJ627260	RSVA/Homo_sapiens/PER/FLA0756/2008	NA	2008-03-17	Human	Peru	A	Human_orthopneumovirus
KJ627307	RSVA/Homo_sapiens/PER/FLE9867/2010	NA	2010-05-25	Human	Peru	A	Human_orthopneumovirus
KJ627263	RSVA/Homo_sapiens/PER/FLI2219/2010	NA	2010-08-01	Human	Peru	A	Human_orthopneumovirus
KJ627355	RSVA/Homo_sapiens/PER/FLE8228/2010	NA	2010-02-17	Human	Peru	A	Human_orthopneumovirus
KJ627290	RSVA/Homo_sapiens/PER/FLA6366/2009	NA	2009-03-23	Human	Peru	A	Human_orthopneumovirus
KJ627297	RSVA/Homo_sapiens/PER/FLE9956/2010	NA	2010-05-07	Human	Peru	A	Human_orthopneumovirus
KJ627354	RSVA/Homo_sapiens/PER/FLA6683/2009	NA	2009-03-25	Human	Peru	A	Human_orthopneumovirus
KJ627246	RSVA/Homo_sapiens/PER/FLA6790/2009	NA	2009-04-23	Human	Peru	A	Human_orthopneumovirus
KJ627308	RSVA/Homo_sapiens/PER/FLE8972/2010	NA	2010-04-13	Human	Peru	A	Human_orthopneumovirus
KJ627281	RSVA/Homo_sapiens/PER/FLA6737/2009	NA	2009-04-14	Human	Peru	A	Human_orthopneumovirus
KJ627271	RSVA/Homo_sapiens/PER/FLE0433/2009	NA	2009-05-29	Human	Peru	A	Human_orthopneumovirus
KJ627311	RSVA/Homo_sapiens/PER/FLA2268/2008	NA	2008-06-06	Human	Peru	A	Human_orthopneumovirus
KJ627336	RSVA/Homo_sapiens/PER/FLA0535/2008	NA	2008-02-29	Human	Peru	A	Human_orthopneumovirus
KJ627279	RSVA/Homo_sapiens/PER/FLE9753/2010	NA	2010-05-18	Human	Peru	A	Human_orthopneumovirus
KJ627328	RSVA/Homo_sapiens/PER/FLI1310/2010	NA	2010-05-20	Human	Peru	A	Human_orthopneumovirus
KJ627255	RSVA/Homo_sapiens/PER/FLA6533/2009	NA	2009-04-01	Human	Peru	A	Human_orthopneumovirus
KJ627360	RSVA/Homo_sapiens/PER/FLA7449/2009	NA	2009-05-14	Human	Peru	A	Human_orthopneumovirus
KJ627320	RSVA/Homo_sapiens/PER/FLE9490/2010	NA	2010-04-24	Human	Peru	A	Human_orthopneumovirus
KJ627286	RSVA/Homo_sapiens/PER/FLA6646/2009	NA	2009-04-18	Human	Peru	A	Human_orthopneumovirus
KJ627257	RSVA/Homo_sapiens/PER/FLA5809/2009	NA	2009-02-09	Human	Peru	A	Human_orthopneumovirus
KJ627345	RSVA/Homo_sapiens/PER/FLE8509/2010	NA	2010-03-19	Human	Peru	A	Human_orthopneumovirus
KJ627273	RSVA/Homo_sapiens/PER/FLE8490/2010	NA	2010-03-16	Human	Peru	A	Human_orthopneumovirus
KP258711	RSVA/Homo_sapiens/USA/92E_119_01/1992-XX-XX	NA	1992-XX-XX	Human	USA	A	Human_orthopneumovirus
KP258740	RSVA/Homo_sapiens/USA/93E_065_01/1993-XX-XX	NA	1993-XX-XX	Human	USA	A	Human_orthopneumovirus
KP258723	RSVA/Homo_sapiens/USA/86E_007_01/1986-XX-XX	NA	1986-XX-XX	Human	USA	A	Human_orthopneumovirus
KM578843	A/GZ/12_110	NA	2012-01-10	Human	China	A	Human_orthopneumovirus
KP258700	RSVA/Homo_sapiens/USA/85E_107_01/1985-XX-XX	NA	1985-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672478	RSVA/Homo_sapiens/USA/LA2_29/2013	NA	2013-01-10	Human	USA	A	Human_orthopneumovirus
KM042391	RSVA/Homo_sapiens/USA/LA2_83/2013	NA	2013-03-15	Human	USA	A	Human_orthopneumovirus
KP258697	RSVA/Homo_sapiens/USA/94I_153A_01/1994-XX-XX	NA	1994-XX-XX	Human	USA	A	Human_orthopneumovirus
KP258709	RSVA/Homo_sapiens/USA/81E_020_01/1981-XX-XX	NA	1981-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ723483	RSVA/Homo_sapiens/USA/84I_215A_01/1984-XX-XX	NA	1984-XX-XX	Human	USA	A	Human_orthopneumovirus
JF920047	A/WI/629_23/08	NA	2008-01-17	Human	USA	A	Human_orthopneumovirus
KF973331	RSV_A/US/BID_V7348/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KF973325	RSV_A/US/BID_V7342/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KF973333	RSV_A/US/BID_V7350/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KF973319	RSV_A/US/BID_V7335/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KF973329	RSV_A/US/BID_V7346/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KF973336	RSV_A/US/BID_V7355/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KF973334	RSV_A/US/BID_V7351/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KF973340	RSV_A/US/BID_V7359/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316180	RSVA/Homo_sapiens/USA/98E_415_01/1998-XX-XX	NA	1998-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316150	RSVA/Homo_sapiens/USA/78G_168_01/1978-XX-XX	NA	1978-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627716	RSV_A/US/BID_V8508/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ939940	VN_217_12/09	NA	2009-12-01	Human	Viet_Nam	A	Human_orthopneumovirus
KP258725	RSVA/Homo_sapiens/USA/80G_664_01/1980-XX-XX	NA	1980-XX-XX	Human	USA	A	Human_orthopneumovirus
KP258696	RSVA/Homo_sapiens/USA/86E_155_01/1986-XX-XX	NA	1986-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627662	RSV_A/US/BID_V8372/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KP258707	RSVA/Homo_sapiens/USA/95P_047_01/1995-XX-XX	NA	1995-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ723487	RSVA/Homo_sapiens/USA/93I_045A_01/1993-XX-XX	NA	1993-XX-XX	Human	USA	A	Human_orthopneumovirus
KM042386	RSVA/Homo_sapiens/USA/LA2_49/2013	NA	2013-01-14	Human	USA	A	Human_orthopneumovirus
KJ723464	RSVA/Homo_sapiens/USA/89I_150A_01/1989-XX-XX	NA	1989-XX-XX	Human	USA	A	Human_orthopneumovirus
KP258710	RSVA/Homo_sapiens/USA/91E_611_01/1991-XX-XX	NA	1991-XX-XX	Human	USA	A	Human_orthopneumovirus
KF973339	RSV_A/US/BID_V7358/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672465	RSVA/Homo_sapiens/USA/LA2_13/2012	NA	2012-12-31	Human	USA	A	Human_orthopneumovirus
KJ627720	RSV_A/US/BID_V8521/2004-XX-XX	NA	2004-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672441	RSVA/Homo_sapiens/USA/LA2_87/2013	NA	2013-03-21	Human	USA	A	Human_orthopneumovirus
KJ723490	RSVA/Homo_sapiens/USA/92I_048A_01/1992-XX-XX	NA	1992-XX-XX	Human	USA	A	Human_orthopneumovirus
KU950505	RSVA/Homo_sapiens/USA/TH_10651/2013	NA	2013-11-07	Human	USA	A	Human_orthopneumovirus
KC978856	A/Chongqing/13_73/11.or	NA	2011-12-11	Human	China	A	Human_orthopneumovirus
KJ939950	VN_587_7/10	NA	2010-07-02	Human	Viet_Nam	A	Human_orthopneumovirus
KJ939964	VN_816_8/10	NA	2010-08-12	Human	Viet_Nam	A	Human_orthopneumovirus
KU950594	RSVA/Homo_sapiens/USA/TH_10538/2013	NA	2013-12-20	Human	USA	A	Human_orthopneumovirus
KU316121	RSVA/Homo_sapiens/USA/92E_015_01/1992-XX-XX	NA	1992-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316157	RSVA/Homo_sapiens/USA/79I_050A_01_01/1979-XX-XX	NA	1979-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ939938	VN_150_9/09	NA	2009-09-11	Human	Viet_Nam	A	Human_orthopneumovirus
KJ723488	RSVA/Homo_sapiens/USA/81I_123A_01/1981-XX-XX	NA	1981-XX-XX	Human	USA	A	Human_orthopneumovirus
KU950592	RSVA/Homo_sapiens/USA/TH_10138/2012	NA	2012-08-27	Human	USA	A	Human_orthopneumovirus
KU950545	RSVA/Homo_sapiens/USA/TH_10134/2012	NA	2012-10-18	Human	USA	A	Human_orthopneumovirus
KU950531	RSVA/Homo_sapiens/USA/TH_10523/2013	NA	2013-08-19	Human	USA	A	Human_orthopneumovirus
KU316148	RSVA/Homo_sapiens/USA/84E_072_01/1984-XX-XX	NA	1984-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627693	RSV_A/US/BID_V8466/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627690	RSV_A/US/BID_V8456/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
JX015486	05_000417	NA	2005-01-05	Human	Netherlands	A	Human_orthopneumovirus
