Accession	Virus	Author	Publication_Title	Journal	Database
MH260482	Norovirus GII.4	Casto,A.M., Adler,A., Huang,M.-L., Makhsous,N., Xie,H., Zerr,D. and Greninger,A.	The limits of epidemiology: Real-time metagenomic sequencing during norovirus outbreak reveals discrete transmission clusters and elucidates long-term sequelae of hospital acquired infections	Unpublished	Genbank
MH260484	Norovirus GII.4	Casto,A.M., Adler,A., Huang,M.-L., Makhsous,N., Xie,H., Zerr,D. and Greninger,A.	The limits of epidemiology: Real-time metagenomic sequencing during norovirus outbreak reveals discrete transmission clusters and elucidates long-term sequelae of hospital acquired infections	Unpublished	Genbank
MK762629	Norovirus GII.4	Barclay,L., Cannon,J.L., Wikswo,M.E., Phillips,A., Browne,H., Montmayeur,A.M., Tatusov,R.L., Burke,R.M., Hall,A.J. and Vinje,J.	Emergence and characterization of multiple viruses associated with a novel GII.P16 polymerase in the United States, 2015-2018	Unpublished	Genbank
MK775032	Norovirus GII.4	Barclay,L., Cannon,J.L., Wikswo,M.E., Phillips,A., Browne,H., Montmayeur,A.M., Tatusov,R.L., Burke,R.M., Hall,A.J. and Vinje,J.	Emergence and characterization of multiple viruses associated with a novel GII.P16 polymerase in the United States, 2015-2018	Unpublished	Genbank
MK762635	Norovirus GII.4	Barclay,L., Cannon,J.L., Wikswo,M.E., Phillips,A., Browne,H., Montmayeur,A.M., Tatusov,R.L., Burke,R.M., Hall,A.J. and Vinje,J.	Emergence and characterization of multiple viruses associated with a novel GII.P16 polymerase in the United States, 2015-2018	Unpublished	Genbank
MK754446	Norovirus GII.4	Barclay,L., Cannon,J.L., Wikswo,M.E., Phillips,A., Browne,H., Montmayeur,A.M., Tatusov,R.L., Burke,R.M., Hall,A.J. and Vinje,J.	Emergence and characterization of multiple viruses associated with a novel GII.P16 polymerase in the United States, 2015-2018	Unpublished	Genbank
MK773586	Norovirus GII.4	Barclay,L., Cannon,J.L., Wikswo,M.E., Phillips,A., Browne,H., Montmayeur,A.M., Tatusov,R.L., Burke,R.M., Hall,A.J. and Vinje,J.	Emergence and characterization of multiple viruses associated with a novel GII.P16 polymerase in the United States, 2015-2018	Unpublished	Genbank
MK752933	Norovirus GII.4	Barclay,L., Cannon,J.L., Wikswo,M.E., Phillips,A., Browne,H., Montmayeur,A.M., Tatusov,R.L., Burke,R.M., Hall,A.J. and Vinje,J.	Emergence and characterization of multiple viruses associated with a novel GII.P16 polymerase in the United States, 2015-2018	Unpublished	Genbank
MK752934	Norovirus GII.4	Barclay,L., Cannon,J.L., Wikswo,M.E., Phillips,A., Browne,H., Montmayeur,A.M., Tatusov,R.L., Burke,R.M., Hall,A.J. and Vinje,J.	Emergence and characterization of multiple viruses associated with a novel GII.P16 polymerase in the United States, 2015-2018	Unpublished	Genbank
MK762624	Norovirus GII.4	Barclay,L., Cannon,J.L., Wikswo,M.E., Phillips,A., Browne,H., Montmayeur,A.M., Tatusov,R.L., Burke,R.M., Hall,A.J. and Vinje,J.	Emergence and characterization of multiple viruses associated with a novel GII.P16 polymerase in the United States, 2015-2018	Unpublished	Genbank
LC597133	Norovirus GII.4	Utsumi,T., Lusida,M.I., Dinana,Z., Wahyuni,R.M., Soegijanto,S., Soetjipto, Athiyyah,A.F., Sudarmo,S.M., Ranuh,R.G., Darma,A., Juniastuti, Yamani,L.N., Doan,Y.H., Shimizu,H., Ishii,K., Matsui,C., Deng,L., Abe,T., Katayama,K. and Shoji,I.	Molecular epidemiology and genetic diversity of norovirus infection in children hospitalized with acute gastroenteritis in East Java, Indonesia in 2015-2019	Infect Genet Evol 88, 104703 (2021)	Genbank
KY905335	Norovirus GII.4	Lun,J.H. and White,P.A.	Emerging Recombinant Noroviruses in the Oceania Region, Identified by Both Clinical and Wastewater Screening	Unpublished	Genbank
MH260492	Norovirus GII.4	Casto,A.M., Adler,A., Huang,M.-L., Makhsous,N., Xie,H., Zerr,D. and Greninger,A.	The limits of epidemiology: Real-time metagenomic sequencing during norovirus outbreak reveals discrete transmission clusters and elucidates long-term sequelae of hospital acquired infections	Unpublished	Genbank
MH260498	Norovirus GII.4	Casto,A.M., Adler,A., Huang,M.-L., Makhsous,N., Xie,H., Zerr,D. and Greninger,A.	The limits of epidemiology: Real-time metagenomic sequencing during norovirus outbreak reveals discrete transmission clusters and elucidates long-term sequelae of hospital acquired infections	Unpublished	Genbank
MH260502	Norovirus GII.4	Casto,A.M., Adler,A., Huang,M.-L., Makhsous,N., Xie,H., Zerr,D. and Greninger,A.	The limits of epidemiology: Real-time metagenomic sequencing during norovirus outbreak reveals discrete transmission clusters and elucidates long-term sequelae of hospital acquired infections	Unpublished	Genbank
MH260507	Norovirus GII.4	Casto,A.M., Adler,A., Huang,M.-L., Makhsous,N., Xie,H., Zerr,D. and Greninger,A.	The limits of epidemiology: Real-time metagenomic sequencing during norovirus outbreak reveals discrete transmission clusters and elucidates long-term sequelae of hospital acquired infections	Unpublished	Genbank
MH260495	Norovirus GII.4	Casto,A.M., Adler,A., Huang,M.-L., Makhsous,N., Xie,H., Zerr,D. and Greninger,A.	The limits of epidemiology: Real-time metagenomic sequencing during norovirus outbreak reveals discrete transmission clusters and elucidates long-term sequelae of hospital acquired infections	Unpublished	Genbank
MH260483	Norovirus GII.4	Casto,A.M., Adler,A., Huang,M.-L., Makhsous,N., Xie,H., Zerr,D. and Greninger,A.	The limits of epidemiology: Real-time metagenomic sequencing during norovirus outbreak reveals discrete transmission clusters and elucidates long-term sequelae of hospital acquired infections	Unpublished	Genbank
MH260485	Norovirus GII.4	Casto,A.M., Adler,A., Huang,M.-L., Makhsous,N., Xie,H., Zerr,D. and Greninger,A.	The limits of epidemiology: Real-time metagenomic sequencing during norovirus outbreak reveals discrete transmission clusters and elucidates long-term sequelae of hospital acquired infections	Unpublished	Genbank
MH279823	Norovirus GII.4	Casto,A.M., Adler,A., Huang,M.-L., Makhsous,N., Xie,H., Zerr,D. and Greninger,A.	The limits of epidemiology: Real-time metagenomic sequencing during norovirus outbreak reveals discrete transmission clusters and elucidates long-term sequelae of hospital acquired infections	Unpublished	Genbank
MH260512	Norovirus GII.4	Casto,A.M., Adler,A., Huang,M.-L., Makhsous,N., Xie,H., Zerr,D. and Greninger,A.	The limits of epidemiology: Real-time metagenomic sequencing during norovirus outbreak reveals discrete transmission clusters and elucidates long-term sequelae of hospital acquired infections	Unpublished	Genbank
MH260479	Norovirus GII.4	Casto,A.M., Adler,A., Huang,M.-L., Makhsous,N., Xie,H., Zerr,D. and Greninger,A.	The limits of epidemiology: Real-time metagenomic sequencing during norovirus outbreak reveals discrete transmission clusters and elucidates long-term sequelae of hospital acquired infections	Unpublished	Genbank
MK753032	Norovirus GII.4	Barclay,L., Cannon,J.L., Wikswo,M.E., Phillips,A., Browne,H., Montmayeur,A.M., Tatusov,R.L., Burke,R.M., Hall,A.J. and Vinje,J.	Emergence and characterization of multiple viruses associated with a novel GII.P16 polymerase in the United States, 2015-2018	Unpublished	Genbank
MK752938	Norovirus GII.4	Barclay,L., Cannon,J.L., Wikswo,M.E., Phillips,A., Browne,H., Montmayeur,A.M., Tatusov,R.L., Burke,R.M., Hall,A.J. and Vinje,J.	Emergence and characterization of multiple viruses associated with a novel GII.P16 polymerase in the United States, 2015-2018	Unpublished	Genbank
MK762621	Norovirus GII.4	Barclay,L., Cannon,J.L., Wikswo,M.E., Phillips,A., Browne,H., Montmayeur,A.M., Tatusov,R.L., Burke,R.M., Hall,A.J. and Vinje,J.	Emergence and characterization of multiple viruses associated with a novel GII.P16 polymerase in the United States, 2015-2018	Unpublished	Genbank
MH791994	Norovirus GII.4	Casto,A.M., Adler,A., Huang,M.-L., Makhsous,N., Xie,H., Zerr,D. and Greninger,A.	The limits of epidemiology: Real-time metagenomic sequencing during norovirus outbreak reveals discrete transmission clusters and elucidates long-term sequelae of hospital acquired infections	Unpublished	Genbank
MN782359	Norovirus GII.4	Ford-Siltz,L.A., Wales,S., Tohma,K., Gao,Y. and Parra,G.I.	Genotype-Specific Neutralization of Norovirus is Mediated by Antibodies Against the Protruding Domain of the Major Capsid Protein	J. Infect. Dis. (2020) In press	Genbank
MK762632	Norovirus GII.4	Barclay,L., Cannon,J.L., Wikswo,M.E., Phillips,A., Browne,H., Montmayeur,A.M., Tatusov,R.L., Burke,R.M., Hall,A.J. and Vinje,J.	Emergence and characterization of multiple viruses associated with a novel GII.P16 polymerase in the United States, 2015-2018	Unpublished	Genbank
MK764021	Norovirus GII.4	Barclay,L., Cannon,J.L., Wikswo,M.E., Phillips,A., Browne,H., Montmayeur,A.M., Tatusov,R.L., Burke,R.M., Hall,A.J. and Vinje,J.	Emergence and characterization of multiple viruses associated with a novel GII.P16 polymerase in the United States, 2015-2018	Unpublished	Genbank
MH260496	Norovirus GII.4	Casto,A.M., Adler,A., Huang,M.-L., Makhsous,N., Xie,H., Zerr,D. and Greninger,A.	The limits of epidemiology: Real-time metagenomic sequencing during norovirus outbreak reveals discrete transmission clusters and elucidates long-term sequelae of hospital acquired infections	Unpublished	Genbank
MH260504	Norovirus GII.4	Casto,A.M., Adler,A., Huang,M.-L., Makhsous,N., Xie,H., Zerr,D. and Greninger,A.	The limits of epidemiology: Real-time metagenomic sequencing during norovirus outbreak reveals discrete transmission clusters and elucidates long-term sequelae of hospital acquired infections	Unpublished	Genbank
MH260505	Norovirus GII.4	Casto,A.M., Adler,A., Huang,M.-L., Makhsous,N., Xie,H., Zerr,D. and Greninger,A.	The limits of epidemiology: Real-time metagenomic sequencing during norovirus outbreak reveals discrete transmission clusters and elucidates long-term sequelae of hospital acquired infections	Unpublished	Genbank
MH260503	Norovirus GII.4	Casto,A.M., Adler,A., Huang,M.-L., Makhsous,N., Xie,H., Zerr,D. and Greninger,A.	The limits of epidemiology: Real-time metagenomic sequencing during norovirus outbreak reveals discrete transmission clusters and elucidates long-term sequelae of hospital acquired infections	Unpublished	Genbank
MN525275	Norovirus GII.4	Juliana,H.M., Silva,L.D., Junior,E.C., Cardoso,J.F., Massafra,J.M., Lima,C.P. and Nunes,M.R.	Evolutionary and Molecular Analysis of Complete Genome Sequences of Norovirus from Brazil: Emerging Recombinant Strain GII.P16-GII.4	Unpublished	Genbank
MK754444	Norovirus GII.4	Barclay,L., Cannon,J.L., Wikswo,M.E., Phillips,A., Browne,H., Montmayeur,A.M., Tatusov,R.L., Burke,R.M., Hall,A.J. and Vinje,J.	Emergence and characterization of multiple viruses associated with a novel GII.P16 polymerase in the United States, 2015-2018	Unpublished	Genbank
MK483909	Norovirus GII.4	Zhirakovskaya,E., Tikunov,A., Kravchuk,B. and Tikunova,N.	Molecular epidemiology of human norovirus associated with sporadic gastroenteritis in Russia	Unpublished	Genbank
MN996297	Norovirus GII.4	Zhang,Z., Wang,D., Liu,D., Zhang,Z. and Wu,Q.	Whole Genome Analysis for Co-Infected Different Genotypes of Human Norovirus	Unpublished	Genbank
MN996299	Norovirus GII.4	Zhang,Z., Wang,D., Liu,D., Zhang,Z. and Wu,Q.	Whole Genome Analysis for Co-Infected Different Genotypes of Human Norovirus	Unpublished	Genbank
MT029316	Norovirus GII.4	Montmayeur,A.M., Getz,K., Tatusov,R.L., Chhabra,P. and Vinje,J.	Direct Submission	Submitted (07-FEB-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Road NE, Atlanta, GA 30329, USA	Genbank
MT032004	Norovirus GII.4	Montmayeur,A.M., Dickinson,M.K., Tatusov,R.L., Chhabra,P. and Vinje,J.	Direct Submission	Submitted (07-FEB-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Road NE, Atlanta, GA 30329, USA	Genbank
MT031821	Norovirus GII.4	Montmayeur,A.M., Thomas,L.S., Tatusov,R.L., Chhabra,P. and Vinje,J.	Direct Submission	Submitted (07-FEB-2020) Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Road NE, Atlanta, GA 30329, USA	Genbank
MK764016	Norovirus GII.4	Barclay,L., Cannon,J.L., Wikswo,M.E., Phillips,A., Browne,H., Montmayeur,A.M., Tatusov,R.L., Burke,R.M., Hall,A.J. and Vinje,J.	Emergence and characterization of multiple viruses associated with a novel GII.P16 polymerase in the United States, 2015-2018	Unpublished	Genbank
MK762724	Norovirus GII.4	Pham,T.T., Swierczewski,B.E., Ladaporn,B. and Baker,S.	The genomics of Norovirus in Asian developing countries	Unpublished	Genbank
GQ845366	Norovirus GII.4	Eden,J.S., Bull,R.A., Tu,E., McIver,C.J., Lyon,M.J., Marshall,J.A., Smith,D.W., Musto,J., Rawlinson,W.D. and White,P.A.	Norovirus GII.4 variant 2006b caused epidemics of acute gastroenteritis in Australia during 2007 and 2008	J. Clin. Virol. 49 (4), 265-271 (2010)	Genbank
